Label,Temperatura,Humedad,ResistenciaGas
Cafe espresso,30.71,36.59,48.04
Cafe espresso,30.71,36.6,48.78
Cafe espresso,30.71,36.61,48.84
Cafe espresso,30.71,36.58,49.37
Cafe espresso,30.71,36.55,49.37
Cafe espresso,30.71,36.52,49.26
Cafe espresso,30.7,36.52,49.52
Cafe espresso,30.71,36.53,49.37
Cafe espresso,30.71,36.56,49.29
Cafe espresso,30.71,36.59,49.37
Cafe espresso,30.7,36.59,49.15
Cafe espresso,30.7,36.58,49.17
Cafe espresso,30.7,36.53,49.63
Cafe espresso,30.7,36.51,49.46
Cafe espresso,30.7,36.52,49.49
Cafe espresso,30.7,36.53,50.1
Cafe espresso,30.7,36.55,50.42
Cafe espresso,30.7,36.56,50.13
Cafe espresso,30.7,36.55,50.36
Cafe espresso,30.7,36.51,50.9
Cafe espresso,30.7,36.47,50.63
Cafe espresso,30.7,36.47,50.22
Cafe espresso,30.7,36.47,49.98
Cafe espresso,30.7,36.52,50.3
Cafe espresso,30.7,36.55,50.3
Cafe espresso,30.7,36.57,49.83
Cafe espresso,30.7,36.58,50.01
Cafe espresso,30.7,36.55,50.3
Cafe espresso,30.7,36.47,50.27
Cafe espresso,30.7,36.42,50.54
Cafe espresso,30.69,36.39,50.51
Cafe espresso,30.7,36.42,50.42
Cafe espresso,30.7,36.44,50.42
Cafe espresso,30.7,36.46,50.3
Cafe espresso,30.7,36.49,49.66
Cafe espresso,30.7,36.46,47.72
Cafe espresso,30.7,36.36,44.47
Cafe espresso,30.69,36.26,43.04
Cafe espresso,30.69,36.24,43.48
Cafe espresso,30.7,36.27,45.37
Cafe espresso,30.7,36.34,46.01
Cafe espresso,30.7,36.38,46.56
Cafe espresso,30.7,36.42,46.82
Cafe espresso,30.7,36.45,46.51
Cafe espresso,30.7,36.4,45.86
Cafe espresso,30.7,36.36,46.16
Cafe espresso,30.7,36.37,46.51
Cafe espresso,30.71,36.41,47.88
Cafe espresso,30.71,36.44,48.78
Cafe espresso,30.71,36.48,49.23
Cafe espresso,30.71,36.51,49.43
Cafe espresso,30.71,36.49,48.81
Cafe espresso,30.71,36.43,47.8
Cafe espresso,30.71,36.38,47.69
Cafe espresso,30.71,36.39,48.45
Cafe espresso,30.71,36.41,49.0
Cafe espresso,30.71,36.47,49.2
Cafe espresso,30.71,36.51,49.23
Cafe espresso,30.71,36.51,48.75
Cafe espresso,30.71,36.45,46.06
Cafe espresso,30.71,36.33,42.78
Cafe espresso,30.71,36.2,40.39
Cafe espresso,30.71,36.14,41.05
Cafe espresso,30.71,36.15,42.52
Cafe espresso,30.72,36.22,44.2
Cafe espresso,30.72,36.32,45.62
Cafe espresso,30.72,36.41,46.31
Cafe espresso,30.72,36.46,46.72
Cafe espresso,30.72,36.5,48.26
Cafe espresso,30.71,36.52,48.39
Cafe espresso,30.71,36.54,49.23
Cafe espresso,30.71,36.58,49.54
Cafe espresso,30.72,36.6,50.01
Cafe espresso,30.71,36.62,50.19
Cafe espresso,30.71,36.6,50.39
Cafe espresso,30.71,36.54,50.3
Cafe espresso,30.71,36.43,50.39
Cafe espresso,30.71,36.36,50.36
Cafe espresso,30.71,36.29,50.19
Cafe espresso,30.7,36.27,50.1
Cafe espresso,30.7,36.32,49.92
Cafe espresso,30.7,36.36,50.07
Cafe espresso,30.71,36.39,49.63
Cafe espresso,30.71,36.4,46.01
Cafe espresso,30.7,36.31,42.95
Cafe espresso,30.7,36.22,42.57
Cafe espresso,30.7,36.22,43.75
Cafe espresso,30.71,36.28,44.94
Cafe espresso,30.71,36.34,45.91
Cafe espresso,30.71,36.38,46.46
Cafe espresso,30.71,36.36,46.46
Cafe espresso,30.71,36.3,44.9
Cafe espresso,30.7,36.25,44.66
Cafe espresso,30.7,36.23,45.57
Cafe espresso,30.71,36.27,46.46
Cafe espresso,30.71,36.35,48.31
Cafe espresso,30.71,36.43,49.4
Cafe espresso,30.71,36.49,49.52
Cafe espresso,30.71,36.48,48.26
Cafe espresso,30.71,36.45,47.8
Cafe espresso,30.71,36.43,48.45
Cafe espresso,30.71,36.48,49.09
Cafe espresso,30.71,36.52,49.46
Cafe espresso,30.71,36.55,49.66
Cafe espresso,30.71,36.59,49.83
Cafe espresso,30.71,36.58,48.98
Cafe espresso,30.71,36.49,48.2
Cafe espresso,30.71,36.38,45.57
Cafe espresso,30.7,36.24,43.75
Cafe espresso,30.7,36.19,44.52
Cafe espresso,30.71,36.25,45.96
Cafe espresso,30.71,36.32,47.88
Cafe espresso,30.71,36.4,49.46
Cafe espresso,30.71,36.48,50.07
Cafe espresso,30.71,36.51,50.3
Cafe espresso,30.71,36.49,49.34
Cafe espresso,30.71,36.44,48.95
Cafe espresso,30.71,36.44,49.46
Cafe espresso,30.71,36.49,49.17
Cafe espresso,30.72,36.52,49.75
Cafe espresso,30.71,36.55,49.92
Cafe espresso,30.71,36.57,50.16
Cafe espresso,30.71,36.49,48.12
Cafe espresso,30.71,36.36,46.16
Cafe espresso,30.71,36.31,46.01
Cafe espresso,30.71,36.33,47.93
Cafe espresso,30.71,36.38,48.86
Cafe espresso,30.71,36.47,50.07
Cafe espresso,30.71,36.51,50.3
Cafe espresso,30.71,36.47,49.43
Cafe espresso,30.71,36.42,49.63
Cafe espresso,30.71,36.42,49.86
Cafe espresso,30.71,36.46,50.33
Cafe espresso,30.71,36.51,50.22
Cafe espresso,30.71,36.52,49.6
Cafe espresso,30.71,36.49,45.91
Cafe espresso,30.71,36.4,44.02
Cafe espresso,30.71,36.35,43.84
Cafe espresso,30.71,36.35,44.61
Cafe espresso,30.71,36.4,45.67
Cafe espresso,30.71,36.42,46.56
Cafe espresso,30.71,36.45,46.56
Cafe espresso,30.71,36.45,47.64
Cafe espresso,30.71,36.45,48.17
Cafe espresso,30.71,36.47,49.12
Cafe espresso,30.71,36.51,49.34
Cafe espresso,30.71,36.52,49.46
Cafe espresso,30.71,36.55,49.66
Cafe espresso,30.71,36.56,50.16
Cafe espresso,30.71,36.56,50.39
Cafe espresso,30.71,36.55,50.45
Cafe espresso,30.71,36.5,50.72
Cafe espresso,30.7,36.48,50.57
Cafe espresso,30.7,36.45,50.66
Cafe espresso,30.7,36.46,50.78
Cafe espresso,30.71,36.48,51.03
Cafe espresso,30.71,36.5,51.03
Cafe espresso,30.71,36.51,51.24
Cafe espresso,30.71,36.49,51.03
Cafe espresso,30.71,36.43,50.63
Cafe espresso,30.71,36.36,49.81
Cafe espresso,30.7,36.29,49.2
Cafe espresso,30.7,36.26,49.46
Cafe espresso,30.71,36.29,50.1
Cafe espresso,30.71,36.34,50.69
Cafe espresso,30.71,36.37,51.12
Cafe espresso,30.71,36.35,50.84
Cafe espresso,30.71,36.3,50.72
Cafe espresso,30.71,36.26,50.45
Cafe espresso,30.71,36.27,50.51
Cafe espresso,30.71,36.3,50.42
Cafe espresso,30.71,36.36,50.27
Cafe espresso,30.71,36.38,49.83
Cafe espresso,30.71,36.41,49.72
Cafe espresso,30.71,36.4,49.83
Cafe espresso,30.71,36.33,49.06
Cafe espresso,30.71,36.26,49.2
Cafe espresso,30.71,36.22,49.23
Cafe espresso,30.71,36.24,49.75
Cafe espresso,30.71,36.28,50.07
Cafe espresso,30.71,36.33,50.22
Cafe espresso,30.71,36.37,50.36
Cafe espresso,30.71,36.39,50.16
Cafe espresso,30.71,36.33,48.59
Cafe espresso,30.71,36.2,45.18
Cafe espresso,30.7,36.07,44.9
Cafe espresso,30.7,36.02,45.62
Cafe espresso,30.71,36.06,46.46
Cafe espresso,30.71,36.12,47.99
Cafe espresso,30.71,36.19,49.03
Cafe espresso,30.71,36.25,49.57
Cafe espresso,30.71,36.23,49.69
Cafe espresso,30.71,36.2,49.66
Cafe espresso,30.7,36.19,49.54
Cafe espresso,30.7,36.17,49.32
Cafe espresso,30.7,36.19,49.34
Cafe espresso,30.71,36.22,49.63
Cafe espresso,30.71,36.26,49.98
Cafe espresso,30.7,36.29,49.95
Cafe espresso,30.7,36.3,49.69
Cafe espresso,30.7,36.27,49.54
Cafe espresso,30.7,36.25,49.26
Cafe espresso,30.7,36.24,49.23
Cafe espresso,30.7,36.24,49.54
Cafe espresso,30.7,36.27,49.98
Cafe espresso,30.7,36.32,50.75
Cafe espresso,30.7,36.35,50.19
Cafe espresso,30.7,36.3,50.75
Cafe espresso,30.7,36.27,50.33
Cafe espresso,30.7,36.2,50.66
Cafe espresso,30.7,36.16,50.25
Cafe espresso,30.7,36.17,50.51
Cafe espresso,30.7,36.2,50.45
Cafe espresso,30.71,36.23,50.27
Cafe espresso,30.71,36.26,49.72
Cafe espresso,30.7,36.24,49.09
Cafe espresso,30.7,36.19,48.86
Cafe espresso,30.7,36.16,49.23
Cafe espresso,30.7,36.2,49.72
Cafe espresso,30.7,36.23,49.43
Cafe espresso,30.7,36.28,49.32
Cafe espresso,30.7,36.29,49.32
Cafe espresso,30.7,36.28,49.37
Cafe espresso,30.7,36.23,49.0
Cafe espresso,30.7,36.2,49.34
Cafe espresso,30.7,36.2,49.46
Cafe espresso,30.7,36.26,50.1
Cafe espresso,30.7,36.33,50.81
Cafe espresso,30.7,36.37,51.09
Cafe espresso,30.7,36.4,51.0
Cafe espresso,30.7,36.38,50.16
Cafe espresso,30.7,36.33,49.12
Cafe espresso,30.7,36.29,49.34
Cafe espresso,30.7,36.31,49.69
Cafe espresso,30.7,36.36,50.6
Cafe espresso,30.7,36.4,50.97
Cafe espresso,30.7,36.43,50.94
Cafe espresso,30.7,36.43,50.81
Cafe espresso,30.7,36.42,50.75
Cafe espresso,30.69,36.39,51.83
Cafe espresso,30.69,36.39,51.61
Cafe espresso,30.69,36.4,51.83
Cafe espresso,30.69,36.42,51.77
Cafe espresso,30.69,36.4,51.77
Cafe espresso,30.69,36.39,52.02
Cafe espresso,30.69,36.37,52.47
Cafe espresso,30.69,36.34,51.58
Cafe espresso,30.69,36.34,52.31
Cafe espresso,30.69,36.36,52.44
Cafe espresso,30.69,36.37,52.02
Cafe espresso,30.69,36.38,51.93
Cafe espresso,30.69,36.38,51.61
Cafe espresso,30.69,36.37,51.43
Cafe espresso,30.69,36.33,51.46
Cafe espresso,30.69,36.3,51.71
Cafe espresso,30.68,36.27,51.64
Cafe espresso,30.68,36.27,51.4
Cafe espresso,30.68,36.28,51.68
Cafe espresso,30.68,36.3,51.43
Cafe espresso,30.68,36.31,51.09
Cafe espresso,30.68,36.33,51.12
Cafe espresso,30.68,36.29,51.06
Cafe espresso,30.68,36.22,50.16
Cafe espresso,30.67,36.15,49.37
Cafe espresso,30.67,36.11,49.34
Cafe espresso,30.67,36.13,49.66
Cafe espresso,30.68,36.17,50.87
Cafe espresso,30.68,36.23,50.94
Cafe espresso,30.68,36.24,50.13
Cafe espresso,30.68,36.18,49.86
Cafe espresso,30.68,36.11,48.59
Cafe espresso,30.68,36.04,47.88
Cafe espresso,30.68,36.02,47.8
Cafe espresso,30.68,36.05,48.12
Cafe espresso,30.68,36.11,49.15
Cafe espresso,30.68,36.19,49.98
Cafe espresso,30.68,36.23,50.54
Cafe espresso,30.68,36.24,49.17
Cafe espresso,30.68,36.17,44.2
Cafe espresso,30.68,36.04,41.53
Cafe espresso,30.68,35.97,41.82
Cafe espresso,30.69,36.01,43.61
Cafe espresso,30.69,36.08,45.37
Cafe espresso,30.69,36.18,46.82
Cafe espresso,30.69,36.24,48.2
Cafe espresso,30.69,36.2,45.62
Cafe espresso,30.69,36.12,43.79
Cafe espresso,30.68,36.04,43.57
Cafe espresso,30.69,36.04,44.8
Cafe espresso,30.69,36.09,46.51
Cafe espresso,30.69,36.2,49.03
Cafe espresso,30.69,36.26,49.06
Cafe espresso,30.69,36.25,45.42
Cafe espresso,30.69,36.13,41.61
Cafe espresso,30.69,36.0,41.49
Cafe espresso,30.69,36.01,43.17
Cafe espresso,30.7,36.09,44.8
Cafe espresso,30.7,36.14,46.36
Cafe espresso,30.7,36.2,48.12
Cafe espresso,30.69,36.2,48.47
Cafe espresso,30.69,36.23,49.37
Cafe espresso,30.69,36.27,49.15
Cafe espresso,30.69,36.32,49.81
Cafe espresso,30.69,36.33,49.29
Cafe espresso,30.69,36.28,48.5
Cafe espresso,30.69,36.24,48.53
Cafe espresso,30.69,36.19,48.72
Cafe espresso,30.69,36.18,49.0
Cafe espresso,30.69,36.2,49.29
Cafe espresso,30.69,36.23,49.6
Cafe espresso,30.69,36.26,49.43
Cafe espresso,30.69,36.27,49.52
Cafe espresso,30.7,36.3,49.83
Cafe espresso,30.7,36.33,50.13
Cafe espresso,30.69,36.36,50.54
Cafe espresso,30.7,36.36,50.87
Cafe espresso,30.7,36.39,51.36
Cafe espresso,30.7,36.4,51.58
Cafe espresso,30.7,36.41,51.4
Cafe espresso,30.72,36.43,51.52
Cafe espresso,30.72,36.41,51.24
Cafe espresso,30.73,36.38,51.06
Cafe espresso,30.74,36.37,51.09
Cafe espresso,30.75,36.35,51.21
Cafe espresso,30.76,36.36,51.61
Cafe espresso,30.77,36.33,51.74
Cafe espresso,30.77,36.33,51.96
Cafe espresso,30.78,36.32,51.8
Cafe espresso,30.79,36.28,51.71
Cafe espresso,30.79,36.28,51.96
Cafe espresso,30.8,36.26,51.96
Cafe espresso,30.81,36.26,52.09
Cafe espresso,30.82,36.27,52.15
Cafe espresso,30.82,36.26,52.02
Cafe espresso,30.82,36.21,52.02
Cafe espresso,30.83,36.19,51.83
Cafe espresso,30.84,36.19,52.86
Cafe espresso,30.84,36.2,53.39
Cafe espresso,30.84,36.2,52.89
Cafe espresso,30.85,36.18,52.28
Cafe espresso,30.85,36.15,52.05
Cafe espresso,30.86,36.14,52.12
Cafe espresso,30.86,36.14,52.37
Cafe espresso,30.86,36.13,52.37
Cafe espresso,30.87,36.12,52.5
Cafe espresso,30.88,36.13,52.89
Cafe espresso,30.89,36.14,53.42
Cafe espresso,30.89,36.14,53.83
Cafe espresso,30.9,36.12,53.26
Cafe espresso,30.9,36.1,53.26
Cafe espresso,30.91,36.08,52.93
Cafe espresso,30.92,36.07,52.76
Cafe espresso,30.93,36.06,52.47
Cafe espresso,30.93,36.05,52.18
Cafe espresso,30.94,36.02,52.02
Cafe espresso,30.94,36.03,52.57
Cafe espresso,30.95,36.02,52.57
Cafe espresso,30.95,36.01,52.7
Cafe espresso,30.95,35.99,52.5
Cafe espresso,30.96,35.98,53.06
Cafe espresso,30.96,36.0,53.96
Cafe espresso,30.96,36.0,54.03
Cafe espresso,30.96,35.97,54.31
Cafe espresso,30.95,35.95,54.58
Cafe espresso,30.95,35.93,54.31
Cafe espresso,30.96,35.92,53.86
Cafe espresso,30.96,35.93,53.62
Cafe espresso,30.97,35.91,53.62
Cafe espresso,30.97,35.91,53.49
Cafe espresso,30.97,35.89,53.26
Cafe espresso,30.97,35.88,52.79
Cafe espresso,30.98,35.89,52.73
Cafe espresso,30.98,35.89,53.29
Cafe espresso,30.99,35.89,53.12
Cafe espresso,30.99,35.89,52.96
Cafe espresso,30.99,35.88,53.09
Cafe espresso,30.99,35.88,53.06
Cafe espresso,31.0,35.87,52.73
Cafe espresso,31.0,35.85,52.7
Cafe espresso,31.0,35.84,52.44
Cafe espresso,31.0,35.83,52.31
Cafe espresso,31.0,35.84,52.63
Cafe espresso,31.01,35.85,52.86
Cafe espresso,31.01,35.84,53.19
Cafe espresso,31.01,35.82,52.79
Cafe espresso,31.01,35.81,52.83
Cafe espresso,31.01,35.81,52.44
Cafe espresso,31.02,35.81,52.76
Cafe espresso,31.02,35.82,52.96
Cafe espresso,31.02,35.79,52.83
Cafe espresso,31.02,35.81,53.09
Cafe espresso,31.03,35.82,52.96
Cafe espresso,31.03,35.79,52.5
Cafe espresso,31.04,35.78,52.57
Cafe espresso,31.04,35.76,52.34
Cafe espresso,31.05,35.78,52.6
Cafe espresso,31.05,35.77,52.6
Cafe espresso,31.05,35.77,52.44
Cafe espresso,31.06,35.76,52.34
Cafe espresso,31.05,35.72,52.02
Cafe espresso,31.05,35.7,52.4
Cafe espresso,31.05,35.71,52.31
Cafe espresso,31.06,35.72,52.21
Cafe espresso,31.06,35.68,51.36
Cafe espresso,31.06,35.65,51.18
Cafe espresso,31.05,35.64,51.43
Cafe espresso,31.06,35.64,51.24
Cafe espresso,31.06,35.64,51.52
Cafe espresso,31.06,35.63,51.36
Cafe espresso,31.06,35.61,51.12
Cafe espresso,31.06,35.61,51.74
Cafe espresso,31.07,35.62,51.64
Cafe espresso,31.07,35.63,51.99
Cafe espresso,31.07,35.62,51.24
Cafe espresso,31.07,35.62,51.21
Cafe espresso,31.08,35.62,51.18
Cafe espresso,31.08,35.63,51.27
Cafe espresso,31.08,35.63,51.4
Cafe espresso,31.08,35.61,51.15
Cafe espresso,31.08,35.61,51.46
Cafe espresso,31.08,35.62,52.05
Cafe espresso,31.08,35.64,52.28
Cafe espresso,31.09,35.66,52.66
Cafe espresso,31.09,35.64,52.7
Cafe espresso,31.08,35.61,53.02
Cafe espresso,31.08,35.6,52.73
Cafe espresso,31.08,35.61,52.83
Cafe espresso,31.09,35.65,52.93
Cafe espresso,31.09,35.64,53.29
Cafe espresso,31.09,35.66,53.36
Cafe espresso,31.08,35.63,53.06
Cafe espresso,31.08,35.63,53.02
Cafe espresso,31.08,35.63,52.66
Cafe espresso,31.08,35.61,51.9
Cafe espresso,31.08,35.6,52.15
Cafe espresso,31.09,35.61,52.47
Cafe espresso,31.09,35.63,52.76
Cafe espresso,31.09,35.64,53.66
Cafe espresso,31.09,35.66,53.49
Cafe espresso,31.09,35.67,53.46
Cafe espresso,31.1,35.67,52.76
Cafe espresso,31.1,35.65,52.12
Cafe espresso,31.1,35.64,52.57
Cafe espresso,31.11,35.62,53.09
Cafe espresso,31.11,35.62,52.4
Cafe espresso,31.11,35.58,52.02
Cafe espresso,31.11,35.56,52.15
Cafe espresso,31.12,35.56,51.61
Cafe espresso,31.12,35.54,51.77
Cafe espresso,31.12,35.53,51.8
Cafe espresso,31.12,35.52,51.61
Cafe espresso,31.12,35.52,51.68
Cafe espresso,31.13,35.52,51.58
Cafe espresso,31.13,35.52,51.46
Cafe espresso,31.13,35.53,52.05
Cafe espresso,31.13,35.5,51.64
Cafe espresso,31.13,35.48,52.18
Cafe espresso,31.13,35.48,52.31
Cafe espresso,31.13,35.48,52.4
Cafe espresso,31.13,35.48,51.86
Cafe espresso,31.13,35.46,50.75
Cafe espresso,31.12,35.43,50.39
Cafe espresso,31.12,35.39,50.07
Cafe espresso,31.12,35.4,50.25
Cafe espresso,31.13,35.42,50.66
Cafe espresso,31.13,35.45,51.18
Cafe espresso,31.13,35.44,51.4
Cafe espresso,31.14,35.47,51.33
Cafe espresso,31.14,35.47,51.09
Cafe espresso,31.14,35.49,51.27
Cafe espresso,31.14,35.47,51.09
Cafe espresso,31.14,35.48,51.4
Cafe espresso,31.15,35.5,51.43
Cafe espresso,31.15,35.49,51.36
Cafe espresso,31.15,35.49,51.0
Cafe espresso,31.15,35.46,50.78
Cafe espresso,31.15,35.44,50.54
Cafe espresso,31.15,35.44,50.94
Cafe espresso,31.15,35.44,50.69
Cafe espresso,31.15,35.44,51.15
Cafe espresso,31.15,35.44,50.75
Cafe espresso,31.15,35.43,51.0
Cafe espresso,31.15,35.43,50.69
Cafe espresso,31.15,35.43,50.72
Cafe espresso,31.15,35.43,50.87
Cafe espresso,31.15,35.42,50.84
Cafe espresso,31.15,35.4,50.9
Cafe espresso,31.15,35.39,50.84
Cafe espresso,31.15,35.39,50.9
Cafe espresso,31.15,35.37,50.57
Cafe espresso,31.16,35.38,50.45
Cafe espresso,31.16,35.37,50.94
Cafe espresso,31.16,35.39,50.87
Cafe espresso,31.16,35.4,50.6
Cafe espresso,31.16,35.39,50.51
Cafe espresso,31.16,35.39,50.45
Cafe espresso,31.16,35.39,50.69
Cafe espresso,31.17,35.39,51.18
Cafe espresso,31.17,35.39,51.49
Cafe espresso,31.17,35.42,51.12
Cafe espresso,31.18,35.41,51.15
Cafe espresso,31.18,35.42,51.36
Cafe espresso,31.18,35.43,51.68
Cafe espresso,31.18,35.44,51.93
Cafe espresso,31.18,35.43,52.37
Cafe espresso,31.17,35.42,52.18
Cafe espresso,31.17,35.39,51.96
Cafe espresso,31.17,35.4,51.9
Cafe espresso,31.17,35.39,51.21
Cafe espresso,31.17,35.37,50.57
Cafe espresso,31.18,35.36,50.13
Cafe espresso,31.18,35.36,49.95
Cafe espresso,31.17,35.35,49.98
Cafe espresso,31.18,35.35,50.13
Cafe espresso,31.18,35.35,50.3
Cafe espresso,31.18,35.35,50.57
Cafe espresso,31.19,35.37,50.69
Cafe espresso,31.19,35.38,51.09
Cafe espresso,31.19,35.39,51.15
Cafe espresso,31.2,35.39,51.55
Cafe espresso,31.19,35.38,51.03
Cafe espresso,31.19,35.37,50.94
Cafe espresso,31.19,35.36,50.75
Cafe espresso,31.19,35.36,50.45
Cafe espresso,31.19,35.33,50.1
Cafe espresso,31.19,35.31,49.95
Cafe espresso,31.19,35.3,49.6
Cafe espresso,31.2,35.3,49.2
Cafe espresso,31.2,35.29,48.78
Cafe espresso,31.2,35.26,48.7
Cafe espresso,31.2,35.25,48.26
Cafe espresso,31.19,35.24,48.07
Cafe espresso,31.2,35.23,48.09
Cafe espresso,31.2,35.25,48.37
Cafe espresso,31.2,35.26,48.7
Cafe espresso,31.2,35.26,48.86
Cafe espresso,31.2,35.26,49.06
Cafe espresso,31.2,35.29,49.17
Cafe espresso,31.2,35.3,48.92
Cafe espresso,31.21,35.29,49.03
Cafe espresso,31.2,35.27,48.84
Cafe espresso,31.21,35.26,49.2
Cafe espresso,31.21,35.29,49.34
Cafe espresso,31.21,35.29,49.43
Cafe espresso,31.21,35.29,49.03
Cafe espresso,31.21,35.29,49.06
Cafe espresso,31.21,35.27,48.72
Cafe espresso,31.21,35.28,48.59
Cafe espresso,31.22,35.25,48.75
Cafe espresso,31.22,35.26,49.17
Cafe espresso,31.21,35.27,49.2
Cafe espresso,31.22,35.27,49.26
Cafe espresso,31.22,35.28,49.03
Cafe espresso,31.22,35.27,49.49
Cafe espresso,31.22,35.28,49.0
Cafe espresso,31.22,35.27,48.75
Cafe espresso,31.22,35.26,48.45
Cafe espresso,31.22,35.25,48.47
Cafe espresso,31.22,35.25,48.95
Cafe espresso,31.22,35.26,48.56
Cafe espresso,31.22,35.25,49.17
Cafe espresso,31.23,35.28,49.52
Cafe espresso,31.23,35.28,49.98
Cafe espresso,31.23,35.27,49.86
Cafe espresso,31.23,35.28,50.01
Cafe espresso,31.23,35.29,49.83
Cafe espresso,31.23,35.3,49.75
Cafe espresso,31.24,35.28,49.52
Cafe espresso,31.24,35.29,49.63
Cafe espresso,31.24,35.3,49.86
Cafe espresso,31.24,35.3,50.27
Cafe espresso,31.24,35.3,50.1
Cafe espresso,31.24,35.3,49.95
Cafe espresso,31.23,35.27,49.78
Cafe espresso,31.23,35.27,49.4
Cafe espresso,31.23,35.27,49.23
Cafe espresso,31.23,35.26,49.54
Cafe espresso,31.24,35.28,49.83
Cafe espresso,31.24,35.28,50.13
Cafe espresso,31.23,35.28,50.16
Cafe espresso,31.24,35.27,50.13
Cafe espresso,31.24,35.28,50.51
Cafe espresso,31.24,35.3,51.09
Cafe espresso,31.24,35.3,50.97
Cafe espresso,31.23,35.29,50.97
Cafe espresso,31.23,35.29,50.1
Cafe espresso,31.23,35.28,49.81
Cafe espresso,31.22,35.25,48.98
Cafe espresso,31.23,35.25,48.72
Cafe espresso,31.23,35.25,48.64
Cafe espresso,31.23,35.25,48.78
Cafe espresso,31.23,35.27,48.95
Cafe espresso,31.23,35.25,48.86
Cafe espresso,31.22,35.25,48.56
Cafe espresso,31.23,35.24,48.5
Cafe espresso,31.23,35.25,48.89
Cafe espresso,31.23,35.25,49.0
Cafe espresso,31.24,35.23,48.64
Cafe espresso,31.24,35.23,49.0
Cafe espresso,31.23,35.24,49.37
Cafe espresso,31.24,35.25,49.03
Cafe espresso,31.24,35.27,49.43
Cafe espresso,31.24,35.26,49.43
Cafe espresso,31.24,35.25,49.6
Cafe espresso,31.24,35.25,49.32
Cafe espresso,31.24,35.25,48.81
Cafe espresso,31.24,35.24,48.42
Cafe espresso,31.24,35.26,48.84
Cafe espresso,31.24,35.25,49.09
Cafe espresso,31.24,35.27,49.32
Cafe espresso,31.24,35.27,49.32
Cafe espresso,31.24,35.28,49.46
Cafe espresso,31.25,35.3,49.98
Cafe espresso,31.25,35.3,50.3
Cafe espresso,31.25,35.29,50.39
Cafe espresso,31.24,35.27,50.39
Cafe espresso,31.24,35.29,49.75
Cafe espresso,31.25,35.28,49.66
Cafe espresso,31.25,35.28,49.34
Cafe espresso,31.25,35.26,48.86
Cafe espresso,31.25,35.23,48.78
Cafe espresso,31.26,35.24,48.92
Cafe espresso,31.26,35.24,48.95
Cafe espresso,31.26,35.22,48.5
Cafe espresso,31.26,35.2,48.75
Cafe espresso,31.26,35.23,48.61
Cafe espresso,31.26,35.22,48.61
Cafe espresso,31.26,35.2,48.7
Cafe espresso,31.26,35.21,48.64
Cafe espresso,31.26,35.21,48.81
Cafe espresso,31.26,35.22,48.59
Cafe espresso,31.26,35.2,48.84
Cafe espresso,31.27,35.22,49.49
Cafe espresso,31.27,35.22,49.81
Cafe espresso,31.27,35.22,50.07
Cafe espresso,31.27,35.22,50.45
Cafe espresso,31.26,35.22,50.13
Cafe espresso,31.26,35.2,50.25
Cafe espresso,31.27,35.23,50.45
Cafe espresso,31.27,35.23,50.63
Cafe espresso,31.27,35.23,51.09
Cafe espresso,31.27,35.25,51.06
Cafe espresso,31.26,35.26,50.87
Cafe espresso,31.26,35.26,51.09
Cafe espresso,31.26,35.26,50.63
Cafe espresso,31.26,35.26,50.87
Cafe espresso,31.26,35.27,50.72
Cafe espresso,31.27,35.27,50.33
Cafe espresso,31.27,35.26,50.6
Cafe espresso,31.27,35.25,50.69
Cafe espresso,31.28,35.24,51.15
Cafe espresso,31.28,35.25,50.9
Cafe espresso,31.27,35.25,51.21
Cafe espresso,31.27,35.25,51.15
Cafe espresso,31.28,35.25,50.94
Cafe espresso,31.28,35.25,50.84
Cafe espresso,31.28,35.24,51.15
Cafe espresso,31.28,35.25,51.49
Cafe espresso,31.28,35.25,51.3
Cafe espresso,31.28,35.25,50.9
Cafe espresso,31.28,35.22,50.13
Cafe espresso,31.27,35.21,49.57
Cafe espresso,31.27,35.2,49.52
Cafe espresso,31.28,35.19,49.83
Cafe espresso,31.28,35.18,49.49
Cafe espresso,31.28,35.17,49.86
Cafe espresso,31.28,35.19,50.13
Cafe espresso,31.28,35.19,49.95
Cafe espresso,31.28,35.2,50.16
Cafe espresso,31.28,35.21,50.25
Cafe espresso,31.28,35.21,50.13
Cafe espresso,31.28,35.19,49.89
Cafe espresso,31.27,35.18,49.37
Cafe espresso,31.27,35.18,49.54
Cafe espresso,31.27,35.16,48.81
Cafe espresso,31.27,35.13,48.34
Cafe espresso,31.27,35.13,48.53
Cafe espresso,31.27,35.14,48.7
Cafe espresso,31.27,35.15,48.64
Cafe espresso,31.27,35.15,48.86
Cafe espresso,31.27,35.16,49.17
Cafe espresso,31.27,35.16,49.15
Cafe espresso,31.27,35.16,49.06
Cafe espresso,31.28,35.19,49.34
Cafe espresso,31.27,35.18,49.32
Cafe espresso,31.27,35.17,48.89
Cafe espresso,31.27,35.15,48.92
Cafe espresso,31.27,35.16,48.81
Cafe espresso,31.27,35.16,49.2
Cafe espresso,31.26,35.16,49.0
Cafe espresso,31.26,35.13,48.78
Cafe espresso,31.26,35.13,48.67
Cafe espresso,31.26,35.13,49.0
Cafe espresso,31.26,35.15,48.92
Cafe espresso,31.26,35.15,48.86
Cafe espresso,31.26,35.16,48.81
Cafe espresso,31.26,35.17,48.78
Cafe espresso,31.26,35.17,49.0
