Label,Temperatura,Humedad,Presion,ResistenciaGas
Alcohol,34.06,33.91,42949532.00,5.68
Alcohol,34.06,33.90,42949532.00,5.68
Alcohol,34.06,33.91,42949532.00,5.68
Alcohol,34.06,33.90,42949532.00,5.68
Alcohol,34.07,33.90,42949532.00,5.68
Alcohol,34.07,33.90,42949532.00,5.68
Alcohol,34.07,33.90,42949532.00,5.68
Alcohol,34.07,33.91,42949532.00,5.68
Alcohol,34.07,33.90,42949532.00,5.68
Alcohol,34.07,33.90,42949532.00,5.68
Alcohol,34.07,33.90,42949532.00,5.68
Alcohol,34.08,33.90,42949532.00,5.68
Alcohol,34.08,33.89,42949532.00,5.68
Alcohol,34.07,33.90,42949532.00,5.68
Alcohol,34.08,33.89,42949532.00,5.68
Alcohol,34.08,33.89,42949532.00,5.68
Alcohol,34.08,33.87,42949532.00,5.68
Alcohol,34.08,33.89,42949532.00,5.68
Alcohol,34.08,33.87,42949532.00,5.68
Alcohol,34.08,33.88,42949532.00,5.68
Alcohol,34.08,33.88,42949532.00,5.68
Alcohol,34.08,33.87,42949532.00,5.68
Alcohol,34.08,33.86,42949532.00,5.68
Alcohol,34.08,33.87,42949532.00,5.68
Alcohol,34.08,33.87,42949532.00,5.68
Alcohol,34.08,33.87,42949532.00,5.68
Alcohol,34.08,33.87,42949532.00,5.68
Alcohol,34.08,33.86,42949532.00,5.68
Alcohol,34.08,33.86,42949532.00,5.68
Alcohol,34.08,33.86,42949532.00,5.68
Alcohol,34.08,33.86,42949532.00,5.68
Alcohol,34.08,33.85,42949532.00,5.68
Alcohol,34.09,33.86,42949532.00,5.68
Alcohol,34.09,33.85,42949532.00,5.68
Alcohol,34.08,33.84,42949532.00,5.68
Alcohol,34.09,33.85,42949532.00,5.68
Alcohol,34.09,33.85,42949532.00,5.68
Alcohol,34.08,33.84,42949532.00,5.68
Alcohol,34.08,33.84,42949532.00,5.68
Alcohol,34.08,33.85,42949532.00,5.68
Alcohol,34.08,33.85,42949532.00,5.68
Alcohol,34.09,33.83,42949532.00,5.68
Alcohol,34.08,33.84,42949532.00,5.68
Alcohol,34.08,33.82,42949532.00,5.68
Alcohol,34.08,33.83,42949532.00,5.68
Alcohol,34.08,33.85,42949532.00,5.68
Alcohol,34.09,33.83,42949532.00,5.68
Alcohol,34.09,33.83,42949532.00,5.68
Alcohol,34.09,33.83,42949532.00,5.68
Alcohol,34.09,33.82,42949532.00,5.68
Alcohol,34.09,33.84,42949532.00,5.68
Alcohol,34.09,33.82,42949532.00,5.68
Alcohol,34.08,33.77,42949532.00,5.68
Alcohol,34.05,33.69,42949532.00,5.68
Alcohol,34.05,33.59,42949532.00,5.68
Alcohol,34.06,33.48,42949532.00,5.68
Alcohol,34.04,33.35,42949532.00,5.68
Alcohol,34.03,33.33,42949532.00,8.03
Alcohol,34.03,33.41,42949532.00,7.86
Alcohol,34.03,33.45,42949532.00,8.78
Alcohol,34.00,33.39,42949532.00,10.52
Alcohol,33.98,33.26,42949532.00,13.79
Alcohol,33.94,33.09,42949532.00,13.82
Alcohol,33.92,32.93,42949532.00,11.06
Alcohol,33.91,32.81,42949532.00,10.31
Alcohol,33.91,32.75,42949532.00,8.21
Alcohol,33.92,32.74,42949532.00,5.68
Alcohol,33.92,32.81,42949532.00,5.68
Alcohol,33.92,32.89,42949532.00,5.68
Alcohol,33.93,32.99,42949532.00,5.68
Alcohol,33.93,33.07,42949532.00,5.68
Alcohol,33.93,33.14,42949532.00,5.68
Alcohol,33.94,33.20,42949532.00,5.68
Alcohol,33.94,33.27,42949532.00,5.68
Alcohol,33.95,33.33,42949532.00,5.68
Alcohol,33.96,33.36,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.44,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.50,42949532.00,5.68
Alcohol,33.97,33.53,42949532.00,5.68
Alcohol,33.97,33.54,42949532.00,5.68
Alcohol,33.98,33.57,42949532.00,5.68
Alcohol,33.98,33.57,42949532.00,5.68
Alcohol,33.98,33.59,42949532.00,5.68
Alcohol,33.98,33.59,42949532.00,5.68
Alcohol,33.99,33.61,42949532.00,5.68
Alcohol,33.99,33.63,42949532.00,5.68
Alcohol,33.99,33.63,42949532.00,5.68
Alcohol,33.99,33.62,42949532.00,5.68
Alcohol,33.99,33.64,42949532.00,5.68
Alcohol,33.99,33.65,42949532.00,5.68
Alcohol,33.99,33.66,42949532.00,5.68
Alcohol,33.99,33.67,42949532.00,5.68
Alcohol,33.99,33.65,42949532.00,5.68
Alcohol,33.99,33.67,42949532.00,5.68
Alcohol,33.99,33.68,42949532.00,5.68
Alcohol,33.99,33.68,42949532.00,5.68
Alcohol,33.99,33.68,42949532.00,5.68
Alcohol,33.99,33.68,42949532.00,5.68
Alcohol,33.99,33.71,42949532.00,5.68
Alcohol,33.99,33.69,42949532.00,5.68
Alcohol,33.99,33.69,42949532.00,5.68
Alcohol,33.99,33.69,42949532.00,5.68
Alcohol,33.99,33.70,42949532.00,5.68
Alcohol,33.98,33.70,42949532.00,5.68
Alcohol,33.98,33.70,42949532.00,5.68
Alcohol,33.98,33.69,42949532.00,5.68
Alcohol,33.98,33.68,42949532.00,5.68
Alcohol,33.98,33.69,42949532.00,5.68
Alcohol,33.98,33.70,42949532.00,5.68
Alcohol,33.98,33.68,42949532.00,5.68
Alcohol,33.98,33.69,42949532.00,5.68
Alcohol,33.98,33.69,42949532.00,5.68
Alcohol,33.98,33.68,42949532.00,5.68
Alcohol,33.98,33.69,42949532.00,5.68
Alcohol,33.98,33.67,42949532.00,5.68
Alcohol,33.98,33.69,42949532.00,5.68
Alcohol,33.98,33.68,42949532.00,5.68
Alcohol,33.98,33.68,42949532.00,5.68
Alcohol,33.98,33.68,42949532.00,5.68
Alcohol,33.98,33.65,42949532.00,5.68
Alcohol,33.98,33.65,42949532.00,5.68
Alcohol,33.98,33.65,42949532.00,5.68
Alcohol,33.98,33.66,42949532.00,5.68
Alcohol,33.99,33.66,42949532.00,5.68
Alcohol,33.99,33.65,42949532.00,5.68
Alcohol,33.99,33.64,42949532.00,5.68
Alcohol,33.98,33.63,42949532.00,5.68
Alcohol,33.99,33.64,42949532.00,5.68
Alcohol,33.99,33.64,42949532.00,5.68
Alcohol,33.99,33.62,42949532.00,5.68
Alcohol,33.99,33.62,42949532.00,5.68
Alcohol,33.99,33.61,42949532.00,5.68
Alcohol,33.99,33.62,42949532.00,5.68
Alcohol,34.00,33.60,42949532.00,5.68
Alcohol,33.99,33.61,42949532.00,5.68
Alcohol,33.99,33.61,42949532.00,5.68
Alcohol,33.99,33.59,42949532.00,5.68
Alcohol,33.99,33.60,42949532.00,5.68
Alcohol,33.99,33.60,42949532.00,5.68
Alcohol,33.99,33.60,42949532.00,5.68
Alcohol,33.99,33.58,42949532.00,5.68
Alcohol,33.99,33.59,42949532.00,5.68
Alcohol,33.99,33.60,42949532.00,5.68
Alcohol,33.99,33.58,42949532.00,5.68
Alcohol,33.99,33.59,42949532.00,5.68
Alcohol,33.98,33.59,42949532.00,5.68
Alcohol,33.98,33.58,42949532.00,5.68
Alcohol,33.98,33.58,42949532.00,5.68
Alcohol,33.98,33.59,42949532.00,5.68
Alcohol,33.98,33.58,42949532.00,5.68
Alcohol,33.98,33.58,42949532.00,5.68
Alcohol,33.98,33.58,42949532.00,5.68
Alcohol,33.98,33.58,42949532.00,5.68
Alcohol,33.98,33.57,42949532.00,5.68
Alcohol,33.98,33.57,42949532.00,5.68
Alcohol,33.98,33.56,42949532.00,5.68
Alcohol,33.98,33.57,42949532.00,5.68
Alcohol,33.98,33.55,42949532.00,5.68
Alcohol,33.98,33.56,42949532.00,5.68
Alcohol,33.98,33.56,42949532.00,5.68
Alcohol,33.98,33.55,42949532.00,5.68
Alcohol,33.98,33.55,42949532.00,5.68
Alcohol,33.99,33.53,42949532.00,5.68
Alcohol,33.99,33.54,42949532.00,5.68
Alcohol,33.99,33.54,42949532.00,5.68
Alcohol,33.99,33.53,42949532.00,5.68
Alcohol,33.99,33.53,42949532.00,5.68
Alcohol,33.98,33.54,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.52,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.51,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.52,42949532.00,5.68
Alcohol,33.98,33.51,42949532.00,5.68
Alcohol,33.98,33.52,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.98,33.52,42949532.00,5.68
Alcohol,33.98,33.53,42949532.00,5.68
Alcohol,33.97,33.52,42949532.00,5.68
Alcohol,33.97,33.53,42949532.00,5.68
Alcohol,33.97,33.53,42949532.00,5.68
Alcohol,33.97,33.53,42949532.00,5.68
Alcohol,33.97,33.52,42949532.00,5.68
Alcohol,33.97,33.52,42949532.00,5.68
Alcohol,33.97,33.51,42949532.00,5.68
Alcohol,33.97,33.52,42949532.00,5.68
Alcohol,33.97,33.51,42949532.00,5.68
Alcohol,33.97,33.50,42949532.00,5.68
Alcohol,33.97,33.51,42949532.00,5.68
Alcohol,33.97,33.50,42949532.00,5.68
Alcohol,33.97,33.50,42949532.00,5.68
Alcohol,33.97,33.49,42949532.00,5.68
Alcohol,33.97,33.50,42949532.00,5.68
Alcohol,33.97,33.49,42949532.00,5.68
Alcohol,33.97,33.48,42949532.00,5.68
Alcohol,33.97,33.48,42949532.00,5.68
Alcohol,33.97,33.48,42949532.00,5.68
Alcohol,33.97,33.48,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.48,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.46,42949532.00,5.68
Alcohol,33.97,33.47,42949532.00,5.68
Alcohol,33.97,33.46,42949532.00,5.68
Alcohol,33.96,33.46,42949532.00,5.68
Alcohol,33.96,33.45,42949532.00,5.68
Alcohol,33.96,33.45,42949532.00,5.68
Alcohol,33.96,33.44,42949532.00,5.68
Alcohol,33.96,33.44,42949532.00,5.68
Alcohol,33.96,33.45,42949532.00,5.68
Alcohol,33.96,33.44,42949532.00,5.68
Alcohol,33.97,33.44,42949532.00,5.68
Alcohol,33.96,33.43,42949532.00,5.68
Alcohol,33.96,33.42,42949532.00,5.68
Alcohol,33.96,33.43,42949532.00,5.68
Alcohol,33.96,33.44,42949532.00,5.68
Alcohol,33.96,33.42,42949532.00,5.68
Alcohol,33.96,33.42,42949532.00,5.68
Alcohol,33.96,33.42,42949532.00,5.68
Alcohol,33.96,33.42,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.41,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.39,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.40,42949532.00,5.68
Alcohol,33.96,33.41,42949532.00,5.68
Alcohol,33.96,33.42,42949532.00,5.68
Alcohol,33.96,33.42,42949532.00,5.68
Alcohol,33.95,33.42,42949532.00,5.68
Alcohol,33.95,33.40,42949532.00,5.68
Alcohol,33.95,33.40,42949532.00,5.68
Alcohol,33.95,33.40,42949532.00,5.68
Alcohol,33.95,33.41,42949532.00,5.68
Alcohol,33.95,33.40,42949532.00,5.68
Alcohol,33.95,33.40,42949532.00,5.68
Alcohol,33.94,33.39,42949532.00,5.68
Alcohol,33.94,33.39,42949532.00,5.68
Alcohol,33.94,33.39,42949532.00,5.68
Alcohol,33.94,33.39,42949532.00,5.68
Alcohol,33.94,33.40,42949532.00,5.68
Alcohol,33.94,33.40,42949532.00,5.68
Alcohol,33.94,33.40,42949532.00,5.68
Alcohol,33.94,33.39,42949532.00,5.68
Alcohol,33.94,33.40,42949532.00,5.68
Alcohol,33.93,33.40,42949532.00,5.68
Alcohol,33.94,33.40,42949532.00,5.68
Alcohol,33.93,33.41,42949532.00,5.68
Alcohol,33.93,33.40,42949532.00,5.68
Alcohol,33.93,33.39,42949532.00,5.68
Alcohol,33.93,33.41,42949532.00,5.68
Alcohol,33.93,33.41,42949532.00,5.68
Alcohol,33.92,33.39,42949532.00,5.68
Alcohol,33.92,33.39,42949532.00,5.68
Alcohol,33.92,33.40,42949532.00,5.68
Alcohol,33.92,33.42,42949532.00,5.68
Alcohol,33.92,33.41,42949532.00,5.68
Alcohol,33.92,33.40,42949532.00,5.68
Alcohol,33.92,33.41,42949532.00,5.68
Alcohol,33.92,33.40,42949532.00,5.68
Alcohol,33.92,33.42,42949532.00,5.68
Alcohol,33.91,33.41,42949532.00,5.68
Alcohol,33.91,33.41,42949532.00,5.68
Alcohol,33.91,33.40,42949532.00,5.68
Alcohol,33.91,33.40,42949532.00,5.68
Alcohol,33.90,33.41,42949532.00,5.68
Alcohol,33.90,33.41,42949532.00,5.68
Alcohol,33.90,33.41,42949532.00,5.68
Alcohol,33.89,33.41,42949532.00,5.68
Alcohol,33.89,33.40,42949532.00,5.68
Alcohol,33.89,33.40,42949532.00,5.68
Alcohol,33.89,33.40,42949532.00,5.68
Alcohol,33.89,33.40,42949532.00,5.68
Alcohol,33.88,33.42,42949532.00,5.68
Alcohol,33.88,33.41,42949532.00,5.68
Alcohol,33.88,33.41,42949532.00,5.68
Alcohol,33.88,33.40,42949532.00,5.68
Alcohol,33.87,33.41,42949532.00,5.68
Alcohol,33.87,33.41,42949532.00,5.68
Alcohol,33.87,33.42,42949532.00,5.68
Alcohol,33.87,33.43,42949532.00,5.68
Alcohol,33.87,33.41,42949532.00,5.68
Alcohol,33.87,33.41,42949532.00,5.68
Alcohol,33.87,33.39,42949532.00,5.68
Alcohol,33.87,33.39,42949532.00,5.68
Alcohol,33.87,33.40,42949532.00,5.68
Alcohol,33.87,33.39,42949532.00,5.68
Alcohol,33.87,33.38,42949532.00,5.68
Alcohol,33.86,33.39,42949532.00,5.68
Alcohol,33.86,33.38,42949532.00,5.68
Alcohol,33.86,33.38,42949532.00,5.68
Alcohol,33.86,33.38,42949532.00,5.68
Alcohol,33.86,33.36,42949532.00,5.68
Alcohol,33.86,33.36,42949532.00,5.68
Alcohol,33.86,33.35,42949532.00,5.68
Alcohol,33.86,33.36,42949532.00,5.68
Alcohol,33.86,33.35,42949532.00,5.68
Alcohol,33.86,33.35,42949532.00,5.68
Alcohol,33.86,33.35,42949532.00,5.68
Alcohol,33.85,33.35,42949532.00,5.68
Alcohol,33.85,33.33,42949532.00,5.68
Alcohol,33.85,33.33,42949532.00,5.68
Alcohol,33.85,33.34,42949532.00,5.68
Alcohol,33.85,33.34,42949532.00,5.68
Alcohol,33.85,33.33,42949532.00,5.68
Alcohol,33.84,33.33,42949532.00,5.68
Alcohol,33.84,33.32,42949532.00,5.68
Alcohol,33.84,33.33,42949532.00,5.68
Alcohol,33.84,33.31,42949532.00,5.68
Alcohol,33.84,33.32,42949532.00,5.68
Alcohol,33.85,33.30,42949532.00,5.68
Alcohol,33.85,33.30,42949532.00,5.68
Alcohol,33.84,33.28,42949532.00,5.68
Alcohol,33.85,33.29,42949532.00,5.68
Alcohol,33.85,33.27,42949532.00,5.68
Alcohol,33.85,33.28,42949532.00,5.68
Alcohol,33.85,33.28,42949532.00,5.68
Alcohol,33.85,33.27,42949532.00,5.68
Alcohol,33.85,33.27,42949532.00,5.68
Alcohol,33.85,33.26,42949532.00,5.68
Alcohol,33.85,33.25,42949532.00,5.68
Alcohol,33.85,33.25,42949532.00,5.68
Alcohol,33.85,33.24,42949532.00,5.68
Alcohol,33.85,33.24,42949532.00,5.68
Alcohol,33.86,33.23,42949532.00,5.68
Alcohol,33.86,33.22,42949532.00,5.68
Alcohol,33.86,33.23,42949532.00,5.68
Alcohol,33.86,33.21,42949532.00,5.68
Alcohol,33.86,33.22,42949532.00,5.68
Alcohol,33.86,33.21,42949532.00,5.68
Alcohol,33.86,33.20,42949532.00,5.68
Alcohol,33.86,33.21,42949532.00,5.68
Alcohol,33.86,33.21,42949532.00,5.68
Alcohol,33.86,33.21,42949532.00,5.68
Alcohol,33.86,33.20,42949532.00,5.68
Alcohol,33.86,33.20,42949532.00,5.68
Alcohol,33.86,33.19,42949532.00,5.68
Alcohol,33.86,33.19,42949532.00,5.68
Alcohol,33.86,33.21,42949532.00,5.68
Alcohol,33.86,33.19,42949532.00,5.68
Alcohol,33.86,33.19,42949532.00,5.68
Alcohol,33.85,33.18,42949532.00,5.68
Alcohol,33.86,33.19,42949532.00,5.68
Alcohol,33.86,33.18,42949532.00,5.68
Alcohol,33.85,33.18,42949532.00,5.68
Alcohol,33.85,33.18,42949532.00,5.68
Alcohol,33.85,33.17,42949532.00,5.68
Alcohol,33.86,33.17,42949532.00,5.68
Alcohol,33.85,33.17,42949532.00,5.68
Alcohol,33.85,33.16,42949532.00,5.68
Alcohol,33.85,33.18,42949532.00,5.68
Alcohol,33.85,33.18,42949532.00,5.68
Alcohol,33.86,33.18,42949532.00,5.68
Alcohol,33.85,33.17,42949532.00,5.68
Alcohol,33.86,33.17,42949532.00,5.68
Alcohol,33.86,33.18,42949532.00,5.68
Alcohol,33.85,33.17,42949532.00,5.68
Alcohol,33.86,33.16,42949532.00,5.68
Alcohol,33.86,33.16,42949532.00,5.68
Alcohol,33.85,33.16,42949532.00,5.68
Alcohol,33.85,33.16,42949532.00,5.68
Alcohol,33.85,33.15,42949532.00,5.68
Alcohol,33.85,33.16,42949532.00,5.68
Alcohol,33.85,33.17,42949532.00,5.68
Alcohol,33.85,33.18,42949532.00,5.68
Alcohol,33.85,33.16,42949532.00,5.68
Alcohol,33.84,33.16,42949532.00,5.68
Alcohol,33.84,33.16,42949532.00,5.68
Alcohol,33.84,33.17,42949532.00,5.68
Alcohol,33.84,33.17,42949532.00,5.68
Alcohol,33.84,33.17,42949532.00,5.68
Alcohol,33.84,33.18,42949532.00,5.68
Alcohol,33.84,33.18,42949532.00,5.68
Alcohol,33.84,33.17,42949532.00,5.68
Alcohol,33.83,33.17,42949532.00,5.68
Alcohol,33.83,33.17,42949532.00,5.68
Alcohol,33.83,33.17,42949532.00,5.68
Alcohol,33.82,33.17,42949532.00,5.68
Alcohol,33.82,33.16,42949532.00,5.68
Alcohol,33.82,33.17,42949532.00,5.68
Alcohol,33.82,33.16,42949532.00,5.68
Alcohol,33.81,33.16,42949532.00,5.68
Alcohol,33.81,33.17,42949532.00,5.68
Alcohol,33.81,33.16,42949532.00,5.68
Alcohol,33.81,33.16,42949532.00,5.68
Alcohol,33.81,33.15,42949532.00,5.68
Alcohol,33.81,33.14,42949532.00,5.68
Alcohol,33.81,33.14,42949532.00,5.68
Alcohol,33.81,33.14,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.14,42949532.00,5.68
Alcohol,33.81,33.14,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.82,33.13,42949532.00,5.68
Alcohol,33.82,33.12,42949532.00,5.68
Alcohol,33.82,33.13,42949532.00,5.68
Alcohol,33.82,33.13,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.11,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.14,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.81,33.13,42949532.00,5.68
Alcohol,33.80,33.12,42949532.00,5.68
Alcohol,33.80,33.14,42949532.00,5.68
Alcohol,33.80,33.14,42949532.00,5.68
Alcohol,33.80,33.13,42949532.00,5.68
Alcohol,33.80,33.13,42949532.00,5.68
Alcohol,33.79,33.15,42949532.00,5.68
Alcohol,33.79,33.15,42949532.00,5.68
Alcohol,33.79,33.14,42949532.00,5.68
Alcohol,33.79,33.15,42949532.00,5.68
Alcohol,33.79,33.15,42949532.00,5.68
Alcohol,33.78,33.15,42949532.00,5.68
Alcohol,33.78,33.15,42949532.00,5.68
Alcohol,33.78,33.16,42949532.00,5.68
Alcohol,33.78,33.17,42949532.00,5.68
Alcohol,33.78,33.17,42949532.00,5.68
Alcohol,33.78,33.16,42949532.00,5.68
Alcohol,33.78,33.16,42949532.00,5.68
Alcohol,33.78,33.16,42949532.00,5.68
Alcohol,33.77,33.16,42949532.00,5.68
Alcohol,33.77,33.17,42949532.00,5.68
Alcohol,33.77,33.16,42949532.00,5.68
Alcohol,33.77,33.15,42949532.00,5.68
Alcohol,33.77,33.16,42949532.00,5.68
Alcohol,33.77,33.15,42949532.00,5.68
Alcohol,33.77,33.15,42949532.00,5.68
Alcohol,33.77,33.15,42949532.00,5.68
Alcohol,33.77,33.14,42949532.00,5.68
Alcohol,33.77,33.13,42949532.00,5.68
Alcohol,33.77,33.15,42949532.00,5.68
Alcohol,33.77,33.15,42949532.00,5.68
Alcohol,33.77,33.17,42949532.00,5.68
Alcohol,33.77,33.17,42949532.00,5.68
Alcohol,33.77,33.16,42949532.00,5.68
Alcohol,33.77,33.17,42949532.00,5.68
Alcohol,33.77,33.16,42949532.00,5.68
Alcohol,33.77,33.16,42949532.00,5.68
Alcohol,33.76,33.16,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.76,33.17,42949532.00,5.68
Alcohol,33.75,33.18,42949532.00,5.68
Alcohol,33.75,33.17,42949532.00,5.68
Alcohol,33.75,33.17,42949532.00,5.68
Alcohol,33.75,33.18,42949532.00,5.68
Alcohol,33.75,33.18,42949532.00,5.68
Alcohol,33.75,33.18,42949532.00,5.68
Alcohol,33.75,33.18,42949532.00,5.68
Alcohol,33.75,33.18,42949532.00,5.68
Alcohol,33.74,33.18,42949532.00,5.68
Alcohol,33.74,33.17,42949532.00,5.68
Alcohol,33.74,33.17,42949532.00,5.68
Alcohol,33.74,33.17,42949532.00,5.68
Alcohol,33.74,33.17,42949532.00,5.68
Alcohol,33.74,33.18,42949532.00,5.68
Alcohol,33.74,33.17,42949532.00,5.68
Alcohol,33.74,33.18,42949532.00,5.68
Alcohol,33.74,33.17,42949532.00,5.68
Alcohol,33.73,33.18,42949532.00,5.68
Alcohol,33.74,33.17,42949532.00,5.68
Alcohol,33.73,33.18,42949532.00,5.68
Alcohol,33.73,33.18,42949532.00,5.68
Alcohol,33.73,33.18,42949532.00,5.68
Alcohol,33.73,33.18,42949532.00,5.68
Alcohol,33.73,33.19,42949532.00,5.68
Alcohol,33.73,33.19,42949532.00,5.68
Alcohol,33.73,33.19,42949532.00,5.68
Alcohol,33.72,33.19,42949532.00,5.68
Alcohol,33.72,33.19,42949532.00,5.68
Alcohol,33.72,33.19,42949532.00,5.68
Alcohol,33.72,33.20,42949532.00,5.68
Alcohol,33.72,33.20,42949532.00,5.68
Alcohol,33.72,33.20,42949532.00,5.68
Alcohol,33.72,33.19,42949532.00,5.68
Alcohol,33.72,33.19,42949532.00,5.68
Alcohol,33.72,33.18,42949532.00,5.68
Alcohol,33.72,33.18,42949532.00,5.68
Alcohol,33.72,33.17,42949532.00,5.68
Alcohol,33.72,33.18,42949532.00,5.68
Alcohol,33.72,33.18,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.72,33.18,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.20,42949532.00,5.68
Alcohol,33.71,33.17,42949532.00,5.68
Alcohol,33.71,33.17,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.20,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.19,42949532.00,5.68
Alcohol,33.71,33.17,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.18,42949532.00,5.68
Alcohol,33.71,33.17,42949532.00,5.68
Alcohol,33.71,33.17,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.17,42949532.00,5.68
Alcohol,33.71,33.17,42949532.00,5.68
Alcohol,33.71,33.15,42949532.00,5.68
Alcohol,33.71,33.15,42949532.00,5.68
Alcohol,33.71,33.15,42949532.00,5.68
Alcohol,33.71,33.15,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.15,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.16,42949532.00,5.68
Alcohol,33.71,33.15,42949532.00,5.68
Alcohol,33.71,33.13,42949532.00,5.68
Alcohol,33.70,33.14,42949532.00,5.68
Alcohol,33.71,33.14,42949532.00,5.68
Alcohol,33.71,33.14,42949532.00,5.68
Alcohol,33.70,33.13,42949532.00,5.68
Alcohol,33.71,33.13,42949532.00,5.68
Alcohol,33.71,33.13,42949532.00,5.68
Alcohol,33.71,33.13,42949532.00,5.68
Alcohol,33.71,33.13,42949532.00,5.68
Alcohol,33.70,33.13,42949532.00,5.68
Alcohol,33.71,33.12,42949532.00,5.68
Alcohol,33.71,33.12,42949532.00,5.68
Alcohol,33.71,33.12,42949532.00,5.68
Alcohol,33.71,33.11,42949532.00,5.68
Alcohol,33.71,33.11,42949532.00,5.68
Alcohol,33.71,33.11,42949532.00,5.68
Alcohol,33.71,33.10,42949532.00,5.68
Alcohol,33.71,33.10,42949532.00,5.68
Alcohol,33.71,33.11,42949532.00,5.68
Alcohol,33.71,33.11,42949532.00,5.68
Alcohol,33.71,33.10,42949532.00,5.68
Alcohol,33.71,33.10,42949532.00,5.68
Alcohol,33.71,33.08,42949532.00,5.68
Alcohol,33.71,33.09,42949532.00,5.68
Alcohol,33.71,33.09,42949532.00,5.68
Alcohol,33.71,33.09,42949532.00,5.68
