Label,Temperatura,Humedad,Presion,ResistenciaGas
Aire neutral,30.9,36.79,42949532.0,126.67
Aire neutral,30.91,36.79,42949532.0,126.29
Aire neutral,30.92,36.78,42949532.0,126.11
Aire neutral,30.93,36.77,42949532.0,126.11
Aire neutral,30.95,36.76,42949532.0,125.83
Aire neutral,30.96,36.74,42949532.0,125.37
Aire neutral,30.98,36.72,42949532.0,125.46
Aire neutral,30.99,36.69,42949532.0,125.46
Aire neutral,30.99,36.67,42949532.0,124.63
Aire neutral,30.99,36.66,42949532.0,125.64
Aire neutral,30.97,36.65,42949532.0,125.64
Aire neutral,30.96,36.66,42949532.0,126.11
Aire neutral,30.95,36.64,42949532.0,125.83
Aire neutral,30.94,36.66,42949532.0,126.39
Aire neutral,30.93,36.66,42949532.0,126.11
Aire neutral,30.92,36.67,42949532.0,126.58
Aire neutral,30.91,36.69,42949532.0,126.29
Aire neutral,30.91,36.7,42949532.0,126.2
Aire neutral,30.9,36.71,42949532.0,126.11
Aire neutral,30.9,36.71,42949532.0,126.39
Aire neutral,30.91,36.72,42949532.0,126.48
Aire neutral,30.92,36.72,42949532.0,125.74
Aire neutral,30.93,36.71,42949532.0,126.48
Aire neutral,30.93,36.71,42949532.0,126.11
Aire neutral,30.93,36.71,42949532.0,126.01
Aire neutral,30.94,36.71,42949532.0,126.29
Aire neutral,30.94,36.71,42949532.0,125.74
Aire neutral,30.95,36.7,42949532.0,126.11
Aire neutral,30.96,36.68,42949532.0,125.64
Aire neutral,30.97,36.69,42949532.0,125.37
Aire neutral,30.99,36.68,42949532.0,125.92
Aire neutral,31.0,36.67,42949532.0,125.64
Aire neutral,31.01,36.64,42949532.0,125.74
Aire neutral,31.02,36.62,42949532.0,125.18
Aire neutral,31.03,36.62,42949532.0,125.09
Aire neutral,31.04,36.61,42949532.0,125.0
Aire neutral,31.06,36.6,42949532.0,125.27
Aire neutral,31.07,36.57,42949532.0,125.55
Aire neutral,31.08,36.56,42949532.0,126.01
Aire neutral,31.09,36.53,42949532.0,124.36
Aire neutral,31.1,36.52,42949532.0,125.55
Aire neutral,31.09,36.5,42949532.0,125.64
Aire neutral,31.07,36.51,42949532.0,126.39
Aire neutral,31.04,36.5,42949532.0,126.29
Aire neutral,31.01,36.52,42949532.0,125.83
Aire neutral,30.99,36.54,42949532.0,126.48
Aire neutral,30.98,36.55,42949532.0,126.01
Aire neutral,30.96,36.58,42949532.0,126.86
Aire neutral,30.96,36.59,42949532.0,126.76
Aire neutral,30.96,36.62,42949532.0,126.11
Aire neutral,30.95,36.62,42949532.0,126.2
Aire neutral,30.95,36.64,42949532.0,126.39
Aire neutral,30.94,36.64,42949532.0,126.48
Aire neutral,30.94,36.65,42949532.0,126.2
Aire neutral,30.94,36.66,42949532.0,126.01
Aire neutral,30.93,36.66,42949532.0,126.39
Aire neutral,30.92,36.67,42949532.0,126.39
Aire neutral,30.92,36.67,42949532.0,125.09
Aire neutral,30.92,36.68,42949532.0,125.18
Aire neutral,30.94,36.7,42949532.0,125.64
Aire neutral,30.96,36.67,42949532.0,125.46
Aire neutral,30.95,36.68,42949532.0,125.74
Aire neutral,30.93,36.66,42949532.0,125.83
Aire neutral,30.91,36.67,42949532.0,125.92
Aire neutral,30.89,36.68,42949532.0,125.74
Aire neutral,30.86,36.72,42949532.0,126.48
Aire neutral,30.84,36.74,42949532.0,126.2
Aire neutral,30.81,36.75,42949532.0,126.39
Aire neutral,30.79,36.8,42949532.0,126.29
Aire neutral,30.76,36.84,42949532.0,125.83
Aire neutral,30.74,36.86,42949532.0,126.48
Aire neutral,30.7,36.9,42949532.0,126.58
Aire neutral,30.67,36.96,42949532.0,126.11
Aire neutral,30.64,36.99,42949532.0,125.55
Aire neutral,30.62,37.04,42949532.0,125.92
Aire neutral,30.6,37.08,42949532.0,126.58
Aire neutral,30.59,37.11,42949532.0,127.52
Aire neutral,30.58,37.14,42949532.0,128.77
Aire neutral,30.57,37.18,42949532.0,128.19
Aire neutral,30.55,37.2,42949532.0,127.62
Aire neutral,30.55,37.25,42949532.0,127.43
Aire neutral,30.57,37.25,42949532.0,128.19
Aire neutral,30.57,37.27,42949532.0,127.52
Aire neutral,30.59,37.29,42949532.0,127.14
Aire neutral,30.6,37.27,42949532.0,127.05
Aire neutral,30.61,37.28,42949532.0,126.67
Aire neutral,30.62,37.27,42949532.0,126.67
Aire neutral,30.64,37.27,42949532.0,126.48
Aire neutral,30.65,37.24,42949532.0,125.92
Aire neutral,30.65,37.24,42949532.0,126.48
Aire neutral,30.64,37.21,42949532.0,126.01
Aire neutral,30.63,37.22,42949532.0,126.67
Aire neutral,30.6,37.22,42949532.0,126.86
Aire neutral,30.58,37.24,42949532.0,127.52
Aire neutral,30.55,37.24,42949532.0,127.71
Aire neutral,30.53,37.28,42949532.0,128.58
Aire neutral,30.5,37.31,42949532.0,127.43
Aire neutral,30.46,37.35,42949532.0,128.97
Aire neutral,30.43,37.4,42949532.0,128.97
Aire neutral,30.4,37.45,42949532.0,129.06
Aire neutral,30.37,37.49,42949532.0,127.9
Aire neutral,30.35,37.53,42949532.0,128.1
Aire neutral,30.32,37.57,42949532.0,129.06
Aire neutral,30.3,37.62,42949532.0,128.97
Aire neutral,30.27,37.64,42949532.0,128.77
Aire neutral,30.26,37.68,42949532.0,129.75
Aire neutral,30.23,37.73,42949532.0,128.58
Aire neutral,30.21,37.77,42949532.0,128.68
Aire neutral,30.19,37.81,42949532.0,128.68
Aire neutral,30.17,37.85,42949532.0,127.52
Aire neutral,30.15,37.88,42949532.0,126.01
Aire neutral,30.13,37.91,42949532.0,127.81
Aire neutral,30.12,37.97,42949532.0,126.95
Aire neutral,30.1,37.99,42949532.0,126.76
Aire neutral,30.09,38.03,42949532.0,128.68
Aire neutral,30.07,38.05,42949532.0,126.95
Aire neutral,30.05,38.1,42949532.0,128.38
Aire neutral,30.04,38.11,42949532.0,127.14
Aire neutral,30.02,38.16,42949532.0,126.76
Aire neutral,30.01,38.19,42949532.0,127.05
Aire neutral,29.99,38.2,42949532.0,126.39
Aire neutral,29.97,38.25,42949532.0,128.29
Aire neutral,29.96,38.28,42949532.0,126.39
Aire neutral,29.94,38.3,42949532.0,127.24
Aire neutral,29.92,38.34,42949532.0,127.24
Aire neutral,29.92,38.38,42949532.0,127.33
Aire neutral,29.91,38.4,42949532.0,128.58
Aire neutral,29.91,38.43,42949532.0,128.87
Aire neutral,29.9,38.45,42949532.0,128.1
Aire neutral,29.9,38.48,42949532.0,129.26
Aire neutral,29.89,38.48,42949532.0,128.68
Aire neutral,29.89,38.5,42949532.0,128.29
Aire neutral,29.88,38.52,42949532.0,130.05
Aire neutral,29.88,38.52,42949532.0,128.48
Aire neutral,29.87,38.55,42949532.0,128.68
Aire neutral,29.86,38.56,42949532.0,128.77
Aire neutral,29.86,38.59,42949532.0,128.48
Aire neutral,29.86,38.58,42949532.0,128.77
Aire neutral,29.85,38.6,42949532.0,128.77
Aire neutral,29.85,38.6,42949532.0,129.46
Aire neutral,29.84,38.63,42949532.0,129.06
Aire neutral,29.84,38.64,42949532.0,129.26
Aire neutral,29.83,38.66,42949532.0,129.16
Aire neutral,29.82,38.65,42949532.0,129.26
Aire neutral,29.82,38.68,42949532.0,129.26
Aire neutral,29.83,38.68,42949532.0,129.75
Aire neutral,29.84,38.7,42949532.0,129.46
Aire neutral,29.86,38.7,42949532.0,129.16
Aire neutral,29.88,38.7,42949532.0,129.36
Aire neutral,29.88,38.68,42949532.0,129.36
Aire neutral,29.89,38.67,42949532.0,129.06
Aire neutral,29.9,38.67,42949532.0,129.46
Aire neutral,29.9,38.65,42949532.0,129.65
Aire neutral,29.89,38.63,42949532.0,129.85
Aire neutral,29.87,38.64,42949532.0,130.05
Aire neutral,29.86,38.64,42949532.0,131.55
Aire neutral,29.85,38.65,42949532.0,129.95
Aire neutral,29.84,38.66,42949532.0,129.75
Aire neutral,29.82,38.68,42949532.0,129.85
Aire neutral,29.81,38.69,42949532.0,130.25
Aire neutral,29.8,38.71,42949532.0,130.05
Aire neutral,29.8,38.72,42949532.0,130.15
Aire neutral,29.79,38.73,42949532.0,130.65
Aire neutral,29.78,38.75,42949532.0,130.25
Aire neutral,29.78,38.75,42949532.0,130.95
Aire neutral,29.79,38.78,42949532.0,130.35
Aire neutral,29.8,38.77,42949532.0,129.85
Aire neutral,29.83,38.78,42949532.0,129.85
Aire neutral,29.85,38.75,42949532.0,129.85
Aire neutral,29.85,38.75,42949532.0,129.85
Aire neutral,29.85,38.73,42949532.0,130.75
Aire neutral,29.83,38.71,42949532.0,129.95
Aire neutral,29.82,38.7,42949532.0,130.25
Aire neutral,29.81,38.69,42949532.0,130.25
Aire neutral,29.8,38.71,42949532.0,130.45
Aire neutral,29.79,38.72,42949532.0,130.55
Aire neutral,29.79,38.72,42949532.0,130.65
Aire neutral,29.78,38.72,42949532.0,129.85
Aire neutral,29.77,38.74,42949532.0,130.25
Aire neutral,29.77,38.74,42949532.0,130.45
Aire neutral,29.78,38.75,42949532.0,130.35
Aire neutral,29.79,38.75,42949532.0,130.25
Aire neutral,29.79,38.75,42949532.0,130.05
Aire neutral,29.8,38.75,42949532.0,129.75
Aire neutral,29.81,38.73,42949532.0,129.95
Aire neutral,29.82,38.73,42949532.0,130.05
Aire neutral,29.83,38.73,42949532.0,129.75
Aire neutral,29.85,38.72,42949532.0,129.75
Aire neutral,29.87,38.7,42949532.0,130.55
Aire neutral,29.88,38.67,42949532.0,129.65
Aire neutral,29.89,38.66,42949532.0,129.75
Aire neutral,29.9,38.65,42949532.0,129.55
Aire neutral,29.91,38.64,42949532.0,129.26
Aire neutral,29.93,38.63,42949532.0,129.06
Aire neutral,29.95,38.6,42949532.0,130.85
Aire neutral,29.98,38.58,42949532.0,129.46
Aire neutral,30.02,38.56,42949532.0,130.05
Aire neutral,30.05,38.52,42949532.0,128.87
Aire neutral,30.07,38.48,42949532.0,130.35
Aire neutral,30.1,38.45,42949532.0,128.87
Aire neutral,30.13,38.41,42949532.0,130.05
Aire neutral,30.15,38.36,42949532.0,128.77
Aire neutral,30.16,38.32,42949532.0,129.55
Aire neutral,30.17,38.29,42949532.0,128.97
Aire neutral,30.18,38.25,42949532.0,128.77
Aire neutral,30.19,38.23,42949532.0,129.75
Aire neutral,30.19,38.21,42949532.0,129.46
Aire neutral,30.2,38.19,42949532.0,129.46
Aire neutral,30.21,38.15,42949532.0,129.26
Aire neutral,30.22,38.14,42949532.0,129.65
Aire neutral,30.23,38.12,42949532.0,128.97
Aire neutral,30.24,38.11,42949532.0,127.62
Aire neutral,30.25,38.1,42949532.0,128.58
Aire neutral,30.26,38.07,42949532.0,128.68
Aire neutral,30.26,38.06,42949532.0,129.06
Aire neutral,30.26,38.05,42949532.0,128.48
Aire neutral,30.28,38.04,42949532.0,129.26
Aire neutral,30.3,38.03,42949532.0,129.46
Aire neutral,30.31,37.99,42949532.0,127.43
Aire neutral,30.3,37.99,42949532.0,129.46
Aire neutral,30.3,37.97,42949532.0,129.06
Aire neutral,30.3,37.98,42949532.0,129.16
Aire neutral,30.29,37.98,42949532.0,127.43
Aire neutral,30.29,37.96,42949532.0,127.33
Aire neutral,30.29,37.98,42949532.0,130.25
Aire neutral,30.29,38.0,42949532.0,129.55
Aire neutral,30.28,37.97,42949532.0,129.06
Aire neutral,30.28,37.98,42949532.0,127.14
Aire neutral,30.28,37.99,42949532.0,128.97
Aire neutral,30.28,37.99,42949532.0,127.52
Aire neutral,30.29,37.98,42949532.0,128.87
Aire neutral,30.29,37.98,42949532.0,128.68
Aire neutral,30.29,37.97,42949532.0,128.68
Aire neutral,30.3,37.96,42949532.0,127.05
Aire neutral,30.3,37.97,42949532.0,128.68
Aire neutral,30.31,37.95,42949532.0,128.58
Aire neutral,30.31,37.94,42949532.0,127.05
Aire neutral,30.31,37.93,42949532.0,128.19
Aire neutral,30.32,37.92,42949532.0,127.33
Aire neutral,30.31,37.9,42949532.0,128.19
Aire neutral,30.31,37.91,42949532.0,128.48
Aire neutral,30.3,37.9,42949532.0,128.68
Aire neutral,30.29,37.89,42949532.0,128.58
Aire neutral,30.29,37.88,42949532.0,128.48
Aire neutral,30.31,37.89,42949532.0,128.48
Aire neutral,30.32,37.88,42949532.0,128.38
Aire neutral,30.32,37.87,42949532.0,126.67
Aire neutral,30.33,37.86,42949532.0,127.62
Aire neutral,30.34,37.85,42949532.0,128.0
Aire neutral,30.33,37.85,42949532.0,126.67
Aire neutral,30.33,37.85,42949532.0,126.86
Aire neutral,30.32,37.84,42949532.0,128.87
Aire neutral,30.32,37.85,42949532.0,127.52
Aire neutral,30.31,37.84,42949532.0,128.1
Aire neutral,30.31,37.86,42949532.0,129.06
Aire neutral,30.31,37.86,42949532.0,127.9
Aire neutral,30.31,37.86,42949532.0,127.33
Aire neutral,30.32,37.87,42949532.0,127.62
Aire neutral,30.33,37.87,42949532.0,127.81
Aire neutral,30.35,37.85,42949532.0,128.19
Aire neutral,30.36,37.84,42949532.0,127.71
Aire neutral,30.36,37.83,42949532.0,127.62
Aire neutral,30.35,37.81,42949532.0,127.81
Aire neutral,30.34,37.79,42949532.0,127.62
Aire neutral,30.33,37.79,42949532.0,127.71
Aire neutral,30.32,37.79,42949532.0,127.43
Aire neutral,30.31,37.78,42949532.0,127.33
Aire neutral,30.3,37.78,42949532.0,129.06
Aire neutral,30.29,37.8,42949532.0,128.68
Aire neutral,30.27,37.8,42949532.0,127.81
Aire neutral,30.26,37.82,42949532.0,126.39
Aire neutral,30.24,37.84,42949532.0,128.1
Aire neutral,30.22,37.86,42949532.0,126.76
Aire neutral,30.21,37.89,42949532.0,128.19
Aire neutral,30.2,37.93,42949532.0,128.97
Aire neutral,30.18,37.96,42949532.0,127.43
Aire neutral,30.17,37.97,42949532.0,129.55
Aire neutral,30.17,37.97,42949532.0,128.77
Aire neutral,30.18,37.97,42949532.0,128.29
Aire neutral,30.19,37.96,42949532.0,126.86
Aire neutral,30.19,37.95,42949532.0,127.9
Aire neutral,30.18,37.95,42949532.0,127.33
Aire neutral,30.17,37.95,42949532.0,129.36
Aire neutral,30.15,37.97,42949532.0,129.26
Aire neutral,30.14,37.98,42949532.0,129.65
Aire neutral,30.14,37.99,42949532.0,129.65
Aire neutral,30.14,38.01,42949532.0,129.55
Aire neutral,30.15,38.03,42949532.0,128.68
Aire neutral,30.15,38.03,42949532.0,126.86
Aire neutral,30.16,38.04,42949532.0,129.26
Aire neutral,30.19,38.05,42949532.0,128.77
Aire neutral,30.22,38.04,42949532.0,128.58
Aire neutral,30.24,38.04,42949532.0,127.9
Aire neutral,30.27,38.02,42949532.0,128.29
Aire neutral,30.28,38.01,42949532.0,128.19
Aire neutral,30.31,37.99,42949532.0,127.33
Aire neutral,30.34,37.95,42949532.0,127.05
Aire neutral,30.36,37.91,42949532.0,127.14
Aire neutral,30.36,37.89,42949532.0,127.24
Aire neutral,30.35,37.87,42949532.0,125.64
Aire neutral,30.34,37.83,42949532.0,126.76
Aire neutral,30.34,37.83,42949532.0,127.33
Aire neutral,30.33,37.84,42949532.0,127.52
Aire neutral,30.31,37.81,42949532.0,127.43
Aire neutral,30.3,37.84,42949532.0,128.58
Aire neutral,30.29,37.83,42949532.0,127.71
Aire neutral,30.28,37.83,42949532.0,128.58
Aire neutral,30.28,37.83,42949532.0,128.38
Aire neutral,30.27,37.85,42949532.0,127.43
Aire neutral,30.27,37.86,42949532.0,128.29
Aire neutral,30.26,37.86,42949532.0,128.29
Aire neutral,30.25,37.87,42949532.0,128.97
Aire neutral,30.25,37.87,42949532.0,127.05
Aire neutral,30.25,37.86,42949532.0,128.29
Aire neutral,30.24,37.87,42949532.0,128.1
Aire neutral,30.24,37.88,42949532.0,128.38
Aire neutral,30.24,37.88,42949532.0,128.29
Aire neutral,30.24,37.89,42949532.0,126.2
Aire neutral,30.23,37.89,42949532.0,128.19
Aire neutral,30.22,37.89,42949532.0,126.29
Aire neutral,30.21,37.9,42949532.0,128.19
Aire neutral,30.2,37.92,42949532.0,126.86
Aire neutral,30.2,37.93,42949532.0,127.52
Aire neutral,30.19,37.94,42949532.0,127.24
Aire neutral,30.19,37.95,42949532.0,126.29
Aire neutral,30.18,37.97,42949532.0,126.48
Aire neutral,30.18,37.98,42949532.0,127.9
Aire neutral,30.17,38.0,42949532.0,126.58
Aire neutral,30.16,37.99,42949532.0,128.87
Aire neutral,30.14,38.02,42949532.0,127.14
Aire neutral,30.12,38.01,42949532.0,128.58
Aire neutral,30.09,38.05,42949532.0,128.87
Aire neutral,30.09,38.06,42949532.0,127.14
Aire neutral,30.09,38.08,42949532.0,126.39
Aire neutral,30.09,38.09,42949532.0,126.39
Aire neutral,30.09,38.11,42949532.0,128.97
Aire neutral,30.1,38.11,42949532.0,128.87
Aire neutral,30.1,38.1,42949532.0,127.24
Aire neutral,30.1,38.11,42949532.0,129.06
Aire neutral,30.1,38.1,42949532.0,128.19
Aire neutral,30.1,38.11,42949532.0,126.95
Aire neutral,30.08,38.12,42949532.0,127.14
Aire neutral,30.06,38.14,42949532.0,126.67
Aire neutral,30.04,38.18,42949532.0,127.14
Aire neutral,30.02,38.19,42949532.0,128.48
Aire neutral,30.01,38.23,42949532.0,127.24
Aire neutral,29.99,38.27,42949532.0,128.19
Aire neutral,29.97,38.31,42949532.0,127.71
Aire neutral,29.94,38.37,42949532.0,127.9
Aire neutral,29.92,38.4,42949532.0,129.16
Aire neutral,29.91,38.44,42949532.0,127.43
Aire neutral,29.9,38.48,42949532.0,127.43
Aire neutral,29.89,38.51,42949532.0,127.52
Aire neutral,29.88,38.53,42949532.0,127.52
Aire neutral,29.87,38.56,42949532.0,127.71
Aire neutral,29.85,38.59,42949532.0,128.1
Aire neutral,29.84,38.6,42949532.0,128.0
Aire neutral,29.83,38.63,42949532.0,128.1
Aire neutral,29.81,38.65,42949532.0,128.0
Aire neutral,29.8,38.67,42949532.0,128.29
Aire neutral,29.79,38.71,42949532.0,128.38
Aire neutral,29.78,38.72,42949532.0,128.0
Aire neutral,29.76,38.73,42949532.0,128.29
Aire neutral,29.75,38.75,42949532.0,128.68
Aire neutral,29.74,38.76,42949532.0,128.0
Aire neutral,29.73,38.78,42949532.0,128.97
Aire neutral,29.73,38.78,42949532.0,128.58
Aire neutral,29.72,38.79,42949532.0,128.68
Aire neutral,29.71,38.8,42949532.0,128.87
Aire neutral,29.7,38.81,42949532.0,128.58
Aire neutral,29.7,38.81,42949532.0,128.48
Aire neutral,29.7,38.82,42949532.0,128.38
Aire neutral,29.7,38.84,42949532.0,129.06
Aire neutral,29.7,38.84,42949532.0,128.87
Aire neutral,29.7,38.86,42949532.0,128.48
Aire neutral,29.72,38.86,42949532.0,128.19
Aire neutral,29.73,38.85,42949532.0,128.1
Aire neutral,29.76,38.84,42949532.0,127.71
Aire neutral,29.81,38.83,42949532.0,127.9
Aire neutral,29.84,38.8,42949532.0,127.62
Aire neutral,29.88,38.75,42949532.0,127.52
Aire neutral,29.91,38.71,42949532.0,127.43
Aire neutral,29.94,38.66,42949532.0,127.9
Aire neutral,29.96,38.62,42949532.0,127.33
Aire neutral,29.97,38.58,42949532.0,127.71
Aire neutral,29.98,38.53,42949532.0,129.46
Aire neutral,30.0,38.5,42949532.0,129.26
Aire neutral,30.04,38.45,42949532.0,127.24
Aire neutral,30.07,38.43,42949532.0,127.14
Aire neutral,30.1,38.39,42949532.0,126.76
Aire neutral,30.13,38.32,42949532.0,126.95
Aire neutral,30.15,38.27,42949532.0,128.48
Aire neutral,30.16,38.23,42949532.0,129.16
Aire neutral,30.17,38.19,42949532.0,127.05
Aire neutral,30.17,38.16,42949532.0,128.68
Aire neutral,30.18,38.13,42949532.0,129.06
Aire neutral,30.18,38.12,42949532.0,127.24
Aire neutral,30.18,38.1,42949532.0,127.81
Aire neutral,30.18,38.08,42949532.0,129.16
Aire neutral,30.17,38.07,42949532.0,126.95
Aire neutral,30.17,38.08,42949532.0,127.14
Aire neutral,30.17,38.05,42949532.0,127.43
Aire neutral,30.17,38.05,42949532.0,129.36
Aire neutral,30.18,38.05,42949532.0,126.67
Aire neutral,30.2,38.05,42949532.0,128.68
Aire neutral,30.22,38.02,42949532.0,127.05
Aire neutral,30.24,38.01,42949532.0,129.26
Aire neutral,30.25,38.0,42949532.0,126.48
Aire neutral,30.25,37.97,42949532.0,127.43
Aire neutral,30.25,37.94,42949532.0,128.58
Aire neutral,30.25,37.94,42949532.0,127.24
Aire neutral,30.24,37.93,42949532.0,128.77
Aire neutral,30.24,37.91,42949532.0,127.52
Aire neutral,30.23,37.91,42949532.0,128.29
Aire neutral,30.23,37.9,42949532.0,126.95
Aire neutral,30.24,37.9,42949532.0,128.29
Aire neutral,30.25,37.9,42949532.0,126.67
Aire neutral,30.27,37.89,42949532.0,128.58
Aire neutral,30.28,37.88,42949532.0,127.62
Aire neutral,30.3,37.86,42949532.0,127.62
Aire neutral,30.31,37.86,42949532.0,127.24
Aire neutral,30.33,37.83,42949532.0,127.52
Aire neutral,30.34,37.8,42949532.0,127.43
Aire neutral,30.35,37.79,42949532.0,127.33
Aire neutral,30.36,37.77,42949532.0,125.83
Aire neutral,30.37,37.75,42949532.0,127.9
Aire neutral,30.38,37.74,42949532.0,127.43
Aire neutral,30.4,37.72,42949532.0,127.52
Aire neutral,30.42,37.69,42949532.0,126.67
Aire neutral,30.42,37.68,42949532.0,127.71
Aire neutral,30.41,37.66,42949532.0,127.62
Aire neutral,30.41,37.65,42949532.0,126.95
Aire neutral,30.42,37.64,42949532.0,127.43
Aire neutral,30.43,37.63,42949532.0,126.48
Aire neutral,30.43,37.62,42949532.0,126.67
Aire neutral,30.42,37.61,42949532.0,127.71
Aire neutral,30.4,37.6,42949532.0,126.11
Aire neutral,30.39,37.61,42949532.0,127.81
Aire neutral,30.4,37.62,42949532.0,126.67
Aire neutral,30.4,37.61,42949532.0,127.62
Aire neutral,30.4,37.6,42949532.0,127.14
Aire neutral,30.4,37.6,42949532.0,127.33
Aire neutral,30.39,37.61,42949532.0,127.14
Aire neutral,30.39,37.61,42949532.0,127.9
Aire neutral,30.39,37.63,42949532.0,126.76
Aire neutral,30.42,37.61,42949532.0,126.95
Aire neutral,30.43,37.61,42949532.0,127.14
Aire neutral,30.43,37.6,42949532.0,127.71
Aire neutral,30.43,37.59,42949532.0,126.95
Aire neutral,30.42,37.59,42949532.0,127.24
Aire neutral,30.41,37.58,42949532.0,126.76
Aire neutral,30.41,37.58,42949532.0,128.1
Aire neutral,30.41,37.58,42949532.0,127.43
Aire neutral,30.41,37.58,42949532.0,127.9
Aire neutral,30.4,37.58,42949532.0,127.71
Aire neutral,30.4,37.58,42949532.0,126.29
Aire neutral,30.39,37.57,42949532.0,127.52
Aire neutral,30.4,37.57,42949532.0,127.24
Aire neutral,30.42,37.56,42949532.0,126.58
Aire neutral,30.45,37.56,42949532.0,128.29
Aire neutral,30.47,37.54,42949532.0,127.05
Aire neutral,30.5,37.51,42949532.0,126.48
Aire neutral,30.52,37.48,42949532.0,126.29
Aire neutral,30.53,37.46,42949532.0,125.64
Aire neutral,30.53,37.43,42949532.0,126.01
Aire neutral,30.53,37.39,42949532.0,127.05
Aire neutral,30.51,37.38,42949532.0,126.86
Aire neutral,30.5,37.38,42949532.0,126.67
Aire neutral,30.49,37.39,42949532.0,126.01
Aire neutral,30.48,37.37,42949532.0,127.05
Aire neutral,30.46,37.38,42949532.0,126.95
Aire neutral,30.45,37.41,42949532.0,124.72
Aire neutral,30.43,37.41,42949532.0,127.05
Aire neutral,30.42,37.42,42949532.0,126.86
Aire neutral,30.4,37.44,42949532.0,127.62
Aire neutral,30.39,37.47,42949532.0,126.67
Aire neutral,30.38,37.48,42949532.0,127.62
Aire neutral,30.36,37.5,42949532.0,127.14
Aire neutral,30.34,37.52,42949532.0,126.48
Aire neutral,30.33,37.54,42949532.0,127.14
Aire neutral,30.32,37.57,42949532.0,127.62
Aire neutral,30.3,37.6,42949532.0,127.33
Aire neutral,30.29,37.6,42949532.0,125.83
Aire neutral,30.28,37.63,42949532.0,127.81
Aire neutral,30.27,37.66,42949532.0,126.39
Aire neutral,30.27,37.67,42949532.0,128.0
Aire neutral,30.26,37.69,42949532.0,127.62
Aire neutral,30.25,37.71,42949532.0,126.76
Aire neutral,30.24,37.71,42949532.0,128.68
Aire neutral,30.22,37.73,42949532.0,128.29
Aire neutral,30.21,37.72,42949532.0,126.67
Aire neutral,30.19,37.75,42949532.0,127.24
Aire neutral,30.17,37.78,42949532.0,127.24
Aire neutral,30.16,37.8,42949532.0,127.24
Aire neutral,30.14,37.82,42949532.0,128.97
Aire neutral,30.13,37.83,42949532.0,127.14
Aire neutral,30.14,37.87,42949532.0,128.19
Aire neutral,30.15,37.87,42949532.0,129.26
Aire neutral,30.15,37.86,42949532.0,128.68
Aire neutral,30.15,37.88,42949532.0,128.97
Aire neutral,30.14,37.89,42949532.0,127.9
Aire neutral,30.14,37.9,42949532.0,128.77
Aire neutral,30.13,37.91,42949532.0,126.86
Aire neutral,30.12,37.91,42949532.0,128.97
Aire neutral,30.09,37.93,42949532.0,127.71
Aire neutral,30.07,37.94,42949532.0,127.71
Aire neutral,30.05,37.96,42949532.0,129.46
Aire neutral,30.05,37.99,42949532.0,126.86
Aire neutral,30.07,38.02,42949532.0,127.9
Aire neutral,30.09,38.04,42949532.0,126.76
Aire neutral,30.09,38.03,42949532.0,126.39
Aire neutral,30.1,38.03,42949532.0,128.97
Aire neutral,30.09,38.04,42949532.0,127.9
Aire neutral,30.11,38.03,42949532.0,128.19
Aire neutral,30.12,38.03,42949532.0,126.2
Aire neutral,30.13,38.02,42949532.0,128.58
Aire neutral,30.13,38.03,42949532.0,128.29
Aire neutral,30.12,38.02,42949532.0,128.38
Aire neutral,30.12,38.01,42949532.0,126.76
Aire neutral,30.11,38.01,42949532.0,128.19
Aire neutral,30.09,38.02,42949532.0,126.39
Aire neutral,30.07,38.04,42949532.0,126.39
Aire neutral,30.06,38.05,42949532.0,126.76
Aire neutral,30.04,38.05,42949532.0,129.16
Aire neutral,30.02,38.09,42949532.0,127.14
Aire neutral,30.01,38.1,42949532.0,128.68
Aire neutral,30.0,38.13,42949532.0,126.95
Aire neutral,29.99,38.14,42949532.0,127.24
Aire neutral,29.96,38.15,42949532.0,127.43
Aire neutral,29.94,38.19,42949532.0,127.33
Aire neutral,29.93,38.21,42949532.0,127.62
Aire neutral,29.92,38.24,42949532.0,130.35
Aire neutral,29.9,38.26,42949532.0,129.36
Aire neutral,29.88,38.29,42949532.0,128.68
Aire neutral,29.86,38.32,42949532.0,129.06
Aire neutral,29.85,38.33,42949532.0,129.26
Aire neutral,29.84,38.38,42949532.0,129.26
Aire neutral,29.84,38.4,42949532.0,129.55
Aire neutral,29.82,38.43,42949532.0,129.95
Aire neutral,29.81,38.47,42949532.0,129.65
Aire neutral,29.81,38.53,42949532.0,129.75
Aire neutral,29.81,38.54,42949532.0,129.75
Aire neutral,29.81,38.56,42949532.0,130.45
Aire neutral,29.8,38.56,42949532.0,130.25
Aire neutral,29.79,38.56,42949532.0,130.55
Aire neutral,29.78,38.55,42949532.0,130.05
Aire neutral,29.78,38.57,42949532.0,131.15
Aire neutral,29.77,38.58,42949532.0,130.45
Aire neutral,29.76,38.58,42949532.0,130.75
Aire neutral,29.76,38.59,42949532.0,130.65
Aire neutral,29.75,38.6,42949532.0,130.55
Aire neutral,29.75,38.6,42949532.0,130.55
Aire neutral,29.74,38.6,42949532.0,130.15
Aire neutral,29.74,38.6,42949532.0,130.45
Aire neutral,29.73,38.63,42949532.0,131.15
Aire neutral,29.73,38.61,42949532.0,130.35
Aire neutral,29.72,38.63,42949532.0,130.15
Aire neutral,29.71,38.64,42949532.0,130.45
