Label,Temperatura,Humedad,ResistenciaGas
Aire neutral,28.66,45.24,165.48
Aire neutral,28.65,45.23,165.96
Aire neutral,28.65,45.23,165.0
Aire neutral,28.65,45.22,165.48
Aire neutral,28.65,45.22,165.32
Aire neutral,28.65,45.22,165.96
Aire neutral,28.64,45.21,165.16
Aire neutral,28.65,45.21,165.96
Aire neutral,28.65,45.23,165.64
Aire neutral,28.65,45.23,165.32
Aire neutral,28.65,45.24,165.16
Aire neutral,28.65,45.24,165.48
Aire neutral,28.64,45.24,164.84
Aire neutral,28.65,45.24,165.64
Aire neutral,28.65,45.24,165.16
Aire neutral,28.64,45.23,166.45
Aire neutral,28.64,45.23,165.0
Aire neutral,28.65,45.23,166.13
Aire neutral,28.65,45.22,166.13
Aire neutral,28.65,45.23,165.32
Aire neutral,28.65,45.24,165.64
Aire neutral,28.66,45.23,165.32
Aire neutral,28.66,45.23,165.32
Aire neutral,28.66,45.21,165.48
Aire neutral,28.65,45.23,164.84
Aire neutral,28.65,45.22,165.96
Aire neutral,28.65,45.2,165.64
Aire neutral,28.65,45.22,165.16
Aire neutral,28.65,45.22,166.29
Aire neutral,28.64,45.22,165.8
Aire neutral,28.65,45.23,165.16
Aire neutral,28.65,45.23,166.13
Aire neutral,28.65,45.22,165.8
Aire neutral,28.65,45.24,165.48
Aire neutral,28.66,45.24,165.64
Aire neutral,28.66,45.24,165.48
Aire neutral,28.66,45.23,166.29
Aire neutral,28.66,45.23,166.29
Aire neutral,28.65,45.23,165.48
Aire neutral,28.65,45.23,165.32
Aire neutral,28.65,45.22,165.0
Aire neutral,28.64,45.23,165.48
Aire neutral,28.63,45.24,165.8
Aire neutral,28.63,45.23,165.48
Aire neutral,28.61,45.23,165.96
Aire neutral,28.61,45.26,165.32
Aire neutral,28.6,45.25,166.13
Aire neutral,28.59,45.26,166.29
Aire neutral,28.58,45.28,165.96
Aire neutral,28.58,45.3,165.96
Aire neutral,28.57,45.33,166.45
Aire neutral,28.58,45.36,165.8
Aire neutral,28.59,45.35,165.8
Aire neutral,28.59,45.35,164.68
Aire neutral,28.6,45.36,165.48
Aire neutral,28.6,45.35,164.52
Aire neutral,28.61,45.34,165.16
Aire neutral,28.62,45.35,165.32
Aire neutral,28.62,45.35,164.68
Aire neutral,28.63,45.35,166.29
Aire neutral,28.64,45.33,165.96
Aire neutral,28.65,45.32,164.37
Aire neutral,28.65,45.31,165.32
Aire neutral,28.65,45.29,165.16
Aire neutral,28.64,45.3,165.48
Aire neutral,28.64,45.29,164.68
Aire neutral,28.63,45.28,166.94
Aire neutral,28.62,45.29,165.96
Aire neutral,28.62,45.3,164.52
Aire neutral,28.62,45.3,165.8
Aire neutral,28.62,45.31,165.32
Aire neutral,28.62,45.31,165.64
Aire neutral,28.62,45.32,164.52
Aire neutral,28.62,45.33,165.8
Aire neutral,28.62,45.33,164.68
Aire neutral,28.62,45.33,164.84
Aire neutral,28.62,45.32,165.0
Aire neutral,28.62,45.33,165.8
Aire neutral,28.62,45.32,165.64
Aire neutral,28.63,45.33,165.96
Aire neutral,28.63,45.32,166.29
Aire neutral,28.63,45.32,165.64
Aire neutral,28.64,45.3,165.48
Aire neutral,28.64,45.31,164.68
Aire neutral,28.64,45.3,165.8
Aire neutral,28.63,45.3,165.48
Aire neutral,28.63,45.3,165.48
Aire neutral,28.63,45.3,166.29
Aire neutral,28.63,45.3,165.64
Aire neutral,28.62,45.3,165.8
Aire neutral,28.62,45.31,164.52
Aire neutral,28.62,45.31,165.48
Aire neutral,28.62,45.31,165.8
Aire neutral,28.62,45.32,166.13
Aire neutral,28.61,45.33,166.13
Aire neutral,28.62,45.32,165.96
Aire neutral,28.61,45.33,165.8
Aire neutral,28.61,45.35,165.96
Aire neutral,28.6,45.34,165.64
Aire neutral,28.6,45.35,165.48
Aire neutral,28.59,45.36,165.48
Aire neutral,28.59,45.36,165.16
Aire neutral,28.59,45.37,166.13
Aire neutral,28.58,45.38,164.84
Aire neutral,28.57,45.39,165.96
Aire neutral,28.57,45.39,164.37
Aire neutral,28.57,45.42,165.96
Aire neutral,28.56,45.43,165.96
Aire neutral,28.56,45.44,166.61
Aire neutral,28.56,45.44,165.8
Aire neutral,28.55,45.44,165.48
Aire neutral,28.55,45.45,165.48
Aire neutral,28.54,45.45,165.48
Aire neutral,28.54,45.47,165.96
Aire neutral,28.54,45.47,164.84
Aire neutral,28.54,45.47,165.64
Aire neutral,28.54,45.49,166.29
Aire neutral,28.54,45.48,165.64
Aire neutral,28.54,45.48,165.8
Aire neutral,28.55,45.49,166.13
Aire neutral,28.55,45.5,165.8
Aire neutral,28.55,45.49,165.32
Aire neutral,28.55,45.5,165.64
Aire neutral,28.55,45.49,165.64
Aire neutral,28.56,45.48,165.48
Aire neutral,28.57,45.49,165.96
Aire neutral,28.57,45.49,165.8
Aire neutral,28.57,45.48,165.32
Aire neutral,28.57,45.48,165.48
Aire neutral,28.56,45.47,165.96
Aire neutral,28.56,45.46,165.48
Aire neutral,28.56,45.46,165.8
Aire neutral,28.55,45.45,166.61
Aire neutral,28.55,45.46,166.29
Aire neutral,28.54,45.45,166.29
Aire neutral,28.54,45.47,165.48
Aire neutral,28.54,45.47,166.13
Aire neutral,28.54,45.48,165.96
Aire neutral,28.53,45.48,166.13
Aire neutral,28.53,45.48,165.0
Aire neutral,28.52,45.49,165.48
Aire neutral,28.52,45.5,166.45
Aire neutral,28.52,45.53,166.45
Aire neutral,28.52,45.53,165.96
Aire neutral,28.51,45.52,165.32
Aire neutral,28.51,45.56,166.61
Aire neutral,28.51,45.55,166.61
Aire neutral,28.5,45.56,165.16
Aire neutral,28.5,45.56,165.96
Aire neutral,28.5,45.58,165.16
Aire neutral,28.5,45.58,166.13
Aire neutral,28.49,45.58,166.13
Aire neutral,28.49,45.59,166.13
Aire neutral,28.49,45.59,166.13
Aire neutral,28.5,45.6,165.96
Aire neutral,28.5,45.62,166.61
Aire neutral,28.51,45.61,166.29
Aire neutral,28.52,45.62,165.16
Aire neutral,28.53,45.6,165.64
Aire neutral,28.54,45.6,165.8
Aire neutral,28.56,45.58,165.0
Aire neutral,28.57,45.58,165.64
Aire neutral,28.59,45.55,165.32
Aire neutral,28.6,45.54,165.96
Aire neutral,28.61,45.52,165.8
Aire neutral,28.62,45.51,165.32
Aire neutral,28.63,45.48,164.68
Aire neutral,28.65,45.47,164.84
Aire neutral,28.65,45.44,164.52
Aire neutral,28.66,45.44,165.0
Aire neutral,28.66,45.4,165.32
Aire neutral,28.66,45.39,165.0
Aire neutral,28.66,45.38,166.29
Aire neutral,28.67,45.36,165.32
Aire neutral,28.67,45.36,165.48
Aire neutral,28.68,45.34,165.48
Aire neutral,28.68,45.33,164.52
Aire neutral,28.69,45.33,165.16
Aire neutral,28.69,45.31,165.48
Aire neutral,28.7,45.3,165.0
Aire neutral,28.71,45.29,164.68
Aire neutral,28.71,45.28,165.16
Aire neutral,28.71,45.24,165.64
Aire neutral,28.71,45.23,165.48
Aire neutral,28.71,45.22,164.84
Aire neutral,28.71,45.22,164.52
Aire neutral,28.71,45.19,165.16
Aire neutral,28.7,45.19,165.16
Aire neutral,28.7,45.2,166.29
Aire neutral,28.7,45.19,165.32
Aire neutral,28.69,45.18,165.16
Aire neutral,28.68,45.2,164.84
Aire neutral,28.67,45.2,165.32
Aire neutral,28.67,45.21,165.0
Aire neutral,28.66,45.21,165.16
Aire neutral,28.66,45.24,165.32
Aire neutral,28.66,45.23,165.0
Aire neutral,28.66,45.24,165.32
Aire neutral,28.65,45.24,165.32
Aire neutral,28.65,45.24,165.96
Aire neutral,28.65,45.22,165.8
Aire neutral,28.65,45.22,164.68
Aire neutral,28.64,45.21,165.16
Aire neutral,28.64,45.22,166.13
Aire neutral,28.63,45.21,165.0
Aire neutral,28.63,45.23,165.8
Aire neutral,28.62,45.23,165.48
Aire neutral,28.61,45.25,165.64
Aire neutral,28.61,45.26,164.84
Aire neutral,28.6,45.26,165.48
Aire neutral,28.59,45.29,165.32
Aire neutral,28.59,45.29,165.32
Aire neutral,28.58,45.32,164.37
Aire neutral,28.57,45.31,165.48
Aire neutral,28.57,45.33,165.32
Aire neutral,28.56,45.34,165.16
Aire neutral,28.56,45.34,165.64
Aire neutral,28.56,45.36,165.32
Aire neutral,28.56,45.37,165.32
Aire neutral,28.56,45.38,165.8
Aire neutral,28.55,45.38,164.52
Aire neutral,28.55,45.4,165.16
Aire neutral,28.55,45.37,165.16
Aire neutral,28.54,45.38,165.48
Aire neutral,28.54,45.4,165.64
Aire neutral,28.54,45.39,165.16
Aire neutral,28.54,45.4,165.16
Aire neutral,28.54,45.4,164.84
Aire neutral,28.54,45.4,165.16
Aire neutral,28.54,45.41,165.96
Aire neutral,28.54,45.4,165.16
Aire neutral,28.54,45.41,165.64
Aire neutral,28.54,45.41,165.48
Aire neutral,28.54,45.4,165.64
Aire neutral,28.54,45.4,165.96
Aire neutral,28.54,45.42,165.16
Aire neutral,28.54,45.42,164.84
Aire neutral,28.54,45.41,165.64
Aire neutral,28.54,45.42,164.68
Aire neutral,28.54,45.41,164.84
Aire neutral,28.53,45.41,165.48
Aire neutral,28.53,45.41,165.32
Aire neutral,28.54,45.4,165.0
Aire neutral,28.54,45.4,165.96
Aire neutral,28.53,45.42,165.32
Aire neutral,28.53,45.43,165.48
Aire neutral,28.53,45.43,165.0
Aire neutral,28.53,45.43,165.32
Aire neutral,28.53,45.45,165.8
Aire neutral,28.53,45.43,165.64
Aire neutral,28.53,45.45,166.13
Aire neutral,28.54,45.45,165.64
Aire neutral,28.54,45.44,165.48
Aire neutral,28.54,45.44,164.52
Aire neutral,28.55,45.44,164.52
Aire neutral,28.55,45.44,165.16
Aire neutral,28.56,45.43,164.68
Aire neutral,28.56,45.41,165.8
Aire neutral,28.56,45.41,165.8
Aire neutral,28.57,45.4,165.8
Aire neutral,28.57,45.39,165.16
Aire neutral,28.57,45.38,165.64
Aire neutral,28.58,45.38,165.8
Aire neutral,28.58,45.36,165.0
Aire neutral,28.58,45.35,165.48
Aire neutral,28.58,45.35,165.8
Aire neutral,28.58,45.34,165.0
Aire neutral,28.58,45.34,165.64
Aire neutral,28.57,45.35,164.52
Aire neutral,28.58,45.34,165.0
Aire neutral,28.57,45.35,164.21
Aire neutral,28.57,45.36,164.52
Aire neutral,28.57,45.35,165.16
Aire neutral,28.57,45.35,165.32
Aire neutral,28.57,45.35,165.8
Aire neutral,28.57,45.35,165.16
Aire neutral,28.57,45.37,165.16
Aire neutral,28.57,45.35,165.32
Aire neutral,28.57,45.35,164.05
Aire neutral,28.57,45.36,165.0
Aire neutral,28.57,45.36,164.21
Aire neutral,28.57,45.36,165.0
Aire neutral,28.57,45.35,165.0
Aire neutral,28.57,45.35,165.0
Aire neutral,28.57,45.35,165.32
Aire neutral,28.58,45.34,165.32
Aire neutral,28.57,45.35,165.64
Aire neutral,28.58,45.34,165.32
Aire neutral,28.58,45.35,165.48
Aire neutral,28.57,45.35,165.0
Aire neutral,28.57,45.35,165.0
Aire neutral,28.57,45.35,165.16
Aire neutral,28.57,45.34,165.0
Aire neutral,28.57,45.36,165.0
Aire neutral,28.57,45.35,165.64
Aire neutral,28.57,45.35,164.68
Aire neutral,28.57,45.36,165.0
Aire neutral,28.57,45.36,164.68
Aire neutral,28.57,45.35,165.32
Aire neutral,28.57,45.36,164.68
Aire neutral,28.57,45.36,165.8
Aire neutral,28.57,45.36,165.16
Aire neutral,28.58,45.36,165.96
Aire neutral,28.58,45.35,164.37
Aire neutral,28.59,45.36,164.37
Aire neutral,28.59,45.35,165.48
Aire neutral,28.59,45.37,164.84
Aire neutral,28.59,45.35,165.16
Aire neutral,28.6,45.36,165.0
Aire neutral,28.61,45.35,165.64
Aire neutral,28.62,45.33,165.48
Aire neutral,28.62,45.33,164.68
Aire neutral,28.63,45.3,165.0
Aire neutral,28.63,45.31,166.13
Aire neutral,28.62,45.31,165.8
Aire neutral,28.62,45.29,164.21
Aire neutral,28.61,45.31,165.48
Aire neutral,28.61,45.28,165.0
Aire neutral,28.6,45.31,163.89
Aire neutral,28.6,45.3,164.84
Aire neutral,28.59,45.3,165.16
Aire neutral,28.6,45.3,164.68
Aire neutral,28.6,45.31,165.32
Aire neutral,28.61,45.3,165.16
Aire neutral,28.62,45.3,164.84
Aire neutral,28.63,45.3,164.68
Aire neutral,28.64,45.29,165.0
Aire neutral,28.64,45.29,164.84
Aire neutral,28.65,45.28,164.05
Aire neutral,28.65,45.27,165.16
Aire neutral,28.65,45.25,164.84
Aire neutral,28.66,45.25,164.84
Aire neutral,28.66,45.24,165.16
Aire neutral,28.65,45.23,164.37
Aire neutral,28.65,45.23,164.84
Aire neutral,28.64,45.22,164.68
Aire neutral,28.64,45.23,165.0
Aire neutral,28.64,45.22,165.32
Aire neutral,28.63,45.23,164.37
Aire neutral,28.63,45.24,165.64
Aire neutral,28.62,45.25,165.16
Aire neutral,28.61,45.25,165.16
Aire neutral,28.61,45.26,165.16
Aire neutral,28.61,45.28,164.52
Aire neutral,28.6,45.28,165.0
Aire neutral,28.6,45.29,165.48
Aire neutral,28.6,45.31,165.0
Aire neutral,28.6,45.3,164.05
Aire neutral,28.6,45.3,165.16
Aire neutral,28.61,45.3,165.0
Aire neutral,28.61,45.31,165.0
Aire neutral,28.62,45.31,164.68
Aire neutral,28.62,45.31,165.32
Aire neutral,28.62,45.31,165.48
Aire neutral,28.62,45.32,164.52
Aire neutral,28.62,45.3,165.0
Aire neutral,28.63,45.31,164.52
Aire neutral,28.63,45.3,165.16
Aire neutral,28.63,45.29,165.16
Aire neutral,28.63,45.27,165.16
Aire neutral,28.63,45.28,165.16
Aire neutral,28.64,45.29,163.74
Aire neutral,28.64,45.28,165.0
Aire neutral,28.65,45.28,164.21
Aire neutral,28.65,45.27,164.52
Aire neutral,28.66,45.26,164.05
Aire neutral,28.66,45.26,165.0
Aire neutral,28.66,45.25,164.52
Aire neutral,28.67,45.25,164.68
Aire neutral,28.66,45.25,164.37
Aire neutral,28.66,45.23,165.0
Aire neutral,28.67,45.23,164.68
Aire neutral,28.67,45.23,164.05
Aire neutral,28.67,45.21,164.52
Aire neutral,28.68,45.18,165.16
Aire neutral,28.68,45.2,164.52
Aire neutral,28.68,45.2,165.32
Aire neutral,28.67,45.19,164.68
Aire neutral,28.67,45.21,164.52
Aire neutral,28.67,45.18,163.89
Aire neutral,28.66,45.18,164.68
Aire neutral,28.66,45.18,164.21
Aire neutral,28.65,45.18,165.48
Aire neutral,28.65,45.19,165.16
Aire neutral,28.64,45.19,165.0
Aire neutral,28.63,45.2,164.52
Aire neutral,28.63,45.2,164.52
Aire neutral,28.63,45.21,164.21
Aire neutral,28.63,45.2,164.05
Aire neutral,28.62,45.2,165.32
Aire neutral,28.62,45.21,165.64
Aire neutral,28.62,45.22,164.37
Aire neutral,28.61,45.24,164.68
Aire neutral,28.61,45.23,165.16
Aire neutral,28.61,45.24,164.68
Aire neutral,28.61,45.24,165.0
Aire neutral,28.61,45.24,164.68
Aire neutral,28.61,45.25,165.0
Aire neutral,28.61,45.26,165.32
Aire neutral,28.62,45.27,164.68
Aire neutral,28.63,45.27,165.0
Aire neutral,28.64,45.25,164.21
Aire neutral,28.66,45.27,164.52
Aire neutral,28.67,45.25,165.16
Aire neutral,28.68,45.23,163.74
Aire neutral,28.69,45.22,164.52
Aire neutral,28.71,45.2,164.21
Aire neutral,28.72,45.15,164.52
Aire neutral,28.73,45.14,163.74
Aire neutral,28.74,45.12,164.68
Aire neutral,28.75,45.09,164.84
Aire neutral,28.75,45.08,164.05
Aire neutral,28.75,45.05,165.48
Aire neutral,28.75,45.02,163.74
Aire neutral,28.75,45.02,164.68
Aire neutral,28.74,45.02,165.32
Aire neutral,28.73,45.0,163.58
Aire neutral,28.73,45.02,164.05
Aire neutral,28.72,45.0,165.16
Aire neutral,28.72,45.02,165.0
Aire neutral,28.72,45.01,164.37
Aire neutral,28.72,45.04,164.05
Aire neutral,28.72,45.03,164.84
Aire neutral,28.72,45.03,164.37
Aire neutral,28.72,45.02,164.68
Aire neutral,28.73,45.03,164.84
Aire neutral,28.73,45.03,163.58
Aire neutral,28.74,45.02,164.37
Aire neutral,28.74,45.01,164.68
Aire neutral,28.74,45.0,164.37
Aire neutral,28.75,45.01,163.74
Aire neutral,28.75,45.0,165.64
Aire neutral,28.75,44.98,164.05
Aire neutral,28.76,44.98,164.05
Aire neutral,28.76,44.98,164.68
Aire neutral,28.76,44.97,164.68
Aire neutral,28.76,44.97,163.58
Aire neutral,28.76,44.97,165.0
Aire neutral,28.76,44.97,165.0
Aire neutral,28.76,44.97,164.68
Aire neutral,28.76,44.97,164.37
Aire neutral,28.76,44.97,163.58
Aire neutral,28.76,44.97,164.37
Aire neutral,28.76,44.97,164.68
Aire neutral,28.75,44.97,163.58
Aire neutral,28.75,44.98,164.37
Aire neutral,28.75,44.98,164.52
Aire neutral,28.75,44.98,165.0
Aire neutral,28.74,44.98,164.84
Aire neutral,28.73,44.99,164.84
Aire neutral,28.73,45.0,163.74
Aire neutral,28.73,45.01,164.21
Aire neutral,28.73,45.01,164.21
Aire neutral,28.73,45.02,164.52
Aire neutral,28.73,45.02,165.32
Aire neutral,28.74,45.01,164.68
Aire neutral,28.74,45.01,165.64
Aire neutral,28.74,45.0,164.84
Aire neutral,28.74,45.0,164.52
Aire neutral,28.74,45.01,164.52
Aire neutral,28.74,45.0,164.68
Aire neutral,28.74,45.01,164.37
Aire neutral,28.74,44.99,164.68
Aire neutral,28.73,45.01,163.89
Aire neutral,28.73,45.0,164.21
Aire neutral,28.73,45.01,164.68
Aire neutral,28.73,45.01,165.32
Aire neutral,28.73,45.01,165.8
Aire neutral,28.72,45.01,164.05
Aire neutral,28.72,45.0,164.05
Aire neutral,28.72,45.02,164.68
Aire neutral,28.72,45.02,164.68
Aire neutral,28.71,45.03,164.37
Aire neutral,28.71,45.05,164.84
Aire neutral,28.7,45.06,164.05
Aire neutral,28.7,45.08,164.05
Aire neutral,28.7,45.09,165.16
Aire neutral,28.7,45.09,164.21
Aire neutral,28.69,45.11,164.68
Aire neutral,28.69,45.11,165.0
Aire neutral,28.69,45.11,164.37
Aire neutral,28.69,45.11,164.21
Aire neutral,28.7,45.12,165.0
Aire neutral,28.7,45.11,164.68
Aire neutral,28.71,45.11,163.58
Aire neutral,28.71,45.1,163.58
Aire neutral,28.71,45.09,164.68
Aire neutral,28.71,45.09,163.27
Aire neutral,28.71,45.09,164.21
Aire neutral,28.71,45.11,164.84
Aire neutral,28.7,45.1,164.21
Aire neutral,28.7,45.1,164.84
Aire neutral,28.7,45.12,164.52
Aire neutral,28.71,45.14,164.21
Aire neutral,28.72,45.13,164.37
Aire neutral,28.73,45.13,164.37
Aire neutral,28.74,45.12,164.52
Aire neutral,28.76,45.12,164.52
Aire neutral,28.77,45.12,162.95
Aire neutral,28.78,45.09,164.05
Aire neutral,28.79,45.08,164.21
Aire neutral,28.79,45.08,164.84
Aire neutral,28.8,45.05,163.74
Aire neutral,28.8,45.05,163.58
Aire neutral,28.8,45.03,164.52
Aire neutral,28.8,45.02,164.37
Aire neutral,28.8,45.0,164.52
Aire neutral,28.81,44.98,164.21
Aire neutral,28.81,44.98,164.05
Aire neutral,28.82,44.95,164.05
Aire neutral,28.82,44.95,164.05
Aire neutral,28.82,44.95,164.21
Aire neutral,28.82,44.94,163.89
Aire neutral,28.81,44.94,164.05
Aire neutral,28.81,44.95,163.58
Aire neutral,28.81,44.97,164.52
Aire neutral,28.81,44.97,163.89
Aire neutral,28.81,44.97,163.74
Aire neutral,28.81,44.97,163.74
Aire neutral,28.8,44.98,164.68
Aire neutral,28.8,44.98,164.21
Aire neutral,28.79,44.98,163.89
Aire neutral,28.79,44.99,163.27
Aire neutral,28.79,45.0,163.89
Aire neutral,28.78,45.0,162.8
Aire neutral,28.78,44.98,163.58
Aire neutral,28.77,45.01,164.21
Aire neutral,28.77,45.02,164.37
Aire neutral,28.76,45.02,164.21
Aire neutral,28.75,45.04,164.68
Aire neutral,28.74,45.05,164.05
Aire neutral,28.73,45.06,164.37
Aire neutral,28.73,45.07,164.37
Aire neutral,28.73,45.09,163.74
Aire neutral,28.72,45.09,164.05
Aire neutral,28.72,45.09,164.52
Aire neutral,28.71,45.1,164.37
Aire neutral,28.72,45.11,163.11
Aire neutral,28.72,45.12,163.11
Aire neutral,28.72,45.12,163.74
Aire neutral,28.73,45.11,164.05
Aire neutral,28.74,45.13,165.0
Aire neutral,28.74,45.12,164.37
Aire neutral,28.74,45.11,164.37
Aire neutral,28.75,45.11,163.89
Aire neutral,28.75,45.11,163.42
Aire neutral,28.75,45.11,163.74
Aire neutral,28.74,45.11,164.05
Aire neutral,28.74,45.11,163.74
Aire neutral,28.73,45.09,162.95
Aire neutral,28.73,45.09,163.58
Aire neutral,28.73,45.1,164.84
Aire neutral,28.72,45.1,164.52
Aire neutral,28.72,45.09,164.21
Aire neutral,28.71,45.08,163.74
Aire neutral,28.71,45.09,164.05
Aire neutral,28.7,45.09,164.37
Aire neutral,28.7,45.09,164.21
Aire neutral,28.69,45.09,163.58
Aire neutral,28.68,45.12,164.52
Aire neutral,28.68,45.13,165.0
Aire neutral,28.67,45.15,164.21
Aire neutral,28.66,45.15,164.21
Aire neutral,28.66,45.18,164.21
Aire neutral,28.65,45.19,164.68
Aire neutral,28.65,45.21,164.52
Aire neutral,28.65,45.2,164.52
Aire neutral,28.65,45.22,163.58
Aire neutral,28.64,45.21,164.68
Aire neutral,28.64,45.22,164.05
Aire neutral,28.64,45.23,164.21
Aire neutral,28.64,45.24,165.0
Aire neutral,28.64,45.23,164.05
Aire neutral,28.64,45.23,164.21
Aire neutral,28.64,45.23,164.05
Aire neutral,28.64,45.24,164.21
Aire neutral,28.64,45.25,163.27
Aire neutral,28.64,45.24,164.37
Aire neutral,28.64,45.24,164.21
Aire neutral,28.65,45.27,163.74
Aire neutral,28.64,45.26,164.21
Aire neutral,28.65,45.27,164.21
Aire neutral,28.65,45.26,164.05
Aire neutral,28.65,45.26,164.52
Aire neutral,28.65,45.27,163.42
Aire neutral,28.65,45.26,164.05
Aire neutral,28.65,45.26,164.05
Aire neutral,28.65,45.26,164.21
Aire neutral,28.65,45.26,163.42
Aire neutral,28.65,45.26,164.05
Aire neutral,28.65,45.26,163.74
Aire neutral,28.66,45.26,164.21
Aire neutral,28.66,45.25,163.58
Aire neutral,28.67,45.25,164.37
Aire neutral,28.68,45.23,164.37
Aire neutral,28.69,45.24,163.89
Aire neutral,28.69,45.23,164.05
Aire neutral,28.69,45.2,163.89
Aire neutral,28.69,45.2,163.89
Aire neutral,28.69,45.17,164.21
Aire neutral,28.69,45.18,164.21
Aire neutral,28.7,45.17,164.05
Aire neutral,28.69,45.16,164.21
Aire neutral,28.7,45.14,163.11
Aire neutral,28.7,45.14,164.05
Aire neutral,28.7,45.14,164.21
Aire neutral,28.7,45.15,164.37
Aire neutral,28.7,45.14,164.68
Aire neutral,28.71,45.14,163.27
Aire neutral,28.72,45.12,164.21
Aire neutral,28.75,45.13,164.37
Aire neutral,28.77,45.1,163.11
Aire neutral,28.78,45.1,163.58
Aire neutral,28.79,45.08,163.27
Aire neutral,28.8,45.05,163.42
Aire neutral,28.81,45.04,163.89
Aire neutral,28.81,45.02,164.05
Aire neutral,28.82,45.0,164.05
Aire neutral,28.82,44.99,163.27
Aire neutral,28.83,44.97,163.58
Aire neutral,28.83,44.97,163.11
Aire neutral,28.84,44.96,162.95
Aire neutral,28.84,44.94,164.52
Aire neutral,28.85,44.94,163.74
Aire neutral,28.86,44.92,163.58
Aire neutral,28.87,44.9,163.74
Aire neutral,28.87,44.9,163.74
Aire neutral,28.88,44.89,162.95
Aire neutral,28.9,44.86,163.27
Aire neutral,28.91,44.85,163.89
Aire neutral,28.92,44.84,163.74
Aire neutral,28.93,44.8,163.74
Aire neutral,28.93,44.8,163.58
Aire neutral,28.94,44.78,162.8
Aire neutral,28.95,44.77,163.42
Aire neutral,28.95,44.75,163.74
Aire neutral,28.96,44.74,164.21
Aire neutral,28.96,44.71,164.05
Aire neutral,28.96,44.71,163.74
Aire neutral,28.97,44.69,163.42
Aire neutral,28.98,44.68,164.05
Aire neutral,28.99,44.67,163.11
Aire neutral,28.99,44.65,162.95
Aire neutral,28.99,44.64,163.58
Aire neutral,28.98,44.64,162.64
Aire neutral,28.98,44.63,163.11
Aire neutral,28.98,44.63,162.18
Aire neutral,28.97,44.63,162.64
Aire neutral,28.96,44.64,163.42
Aire neutral,28.96,44.65,163.74
Aire neutral,28.95,44.66,162.18
Aire neutral,28.95,44.67,163.58
Aire neutral,28.95,44.67,163.89
Aire neutral,28.95,44.68,162.64
Aire neutral,28.94,44.69,163.89
Aire neutral,28.93,44.7,163.42
Aire neutral,28.93,44.69,163.27
Aire neutral,28.92,44.69,163.89
Aire neutral,28.92,44.71,162.64
Aire neutral,28.91,44.69,162.02
Aire neutral,28.9,44.71,163.27
Aire neutral,28.9,44.72,162.95
Aire neutral,28.89,44.72,162.64
Aire neutral,28.89,44.74,162.95
Aire neutral,28.89,44.73,163.42
Aire neutral,28.89,44.73,162.8
Aire neutral,28.88,44.74,163.58
Aire neutral,28.87,44.74,163.11
Aire neutral,28.86,44.75,162.95
Aire neutral,28.85,44.75,163.27
Aire neutral,28.84,44.77,163.89
Aire neutral,28.83,44.8,162.95
Aire neutral,28.83,44.81,163.89
Aire neutral,28.82,44.81,163.58
Aire neutral,28.81,44.84,163.11
Aire neutral,28.8,44.85,163.11
Aire neutral,28.79,44.86,163.42
Aire neutral,28.79,44.88,163.89
Aire neutral,28.78,44.89,164.05
Aire neutral,28.77,44.92,163.42
Aire neutral,28.76,44.93,163.89
Aire neutral,28.75,44.95,162.8
Aire neutral,28.75,44.96,163.89
Aire neutral,28.75,44.98,163.58
Aire neutral,28.74,45.0,163.11
Aire neutral,28.74,45.02,163.11
Aire neutral,28.74,45.02,164.05
Aire neutral,28.73,45.02,163.58
Aire neutral,28.72,45.05,164.05
Aire neutral,28.71,45.06,163.27
Aire neutral,28.7,45.07,163.58
Aire neutral,28.7,45.08,163.58
Aire neutral,28.69,45.09,163.58
Aire neutral,28.68,45.12,162.8
Aire neutral,28.68,45.12,163.74
Aire neutral,28.68,45.14,163.58
Aire neutral,28.67,45.15,163.27
Aire neutral,28.67,45.17,163.27
Aire neutral,28.67,45.17,164.05
Aire neutral,28.67,45.19,163.58
Aire neutral,28.67,45.2,164.05
Aire neutral,28.67,45.2,163.58
Aire neutral,28.67,45.21,162.95
Aire neutral,28.68,45.22,162.33
Aire neutral,28.68,45.22,163.58
Aire neutral,28.69,45.22,163.27
Aire neutral,28.7,45.2,163.42
Aire neutral,28.7,45.2,162.8
Aire neutral,28.7,45.2,164.52
Aire neutral,28.7,45.19,163.42
Aire neutral,28.7,45.19,163.11
Aire neutral,28.69,45.19,163.74
Aire neutral,28.69,45.17,163.27
Aire neutral,28.68,45.18,164.52
Aire neutral,28.67,45.18,163.27
Aire neutral,28.66,45.21,163.58
Aire neutral,28.66,45.23,163.58
Aire neutral,28.65,45.22,163.74
Aire neutral,28.65,45.25,163.74
Aire neutral,28.64,45.26,164.21
Aire neutral,28.65,45.27,163.58
Aire neutral,28.65,45.26,164.05
Aire neutral,28.65,45.27,162.95
Aire neutral,28.65,45.27,163.42
Aire neutral,28.65,45.27,163.58
Aire neutral,28.65,45.28,164.21
Aire neutral,28.65,45.27,164.21
Aire neutral,28.64,45.26,163.89
Aire neutral,28.64,45.26,164.21
Aire neutral,28.64,45.27,163.89
Aire neutral,28.64,45.26,163.42
Aire neutral,28.63,45.27,164.21
Aire neutral,28.63,45.28,164.05
Aire neutral,28.62,45.28,164.21
Aire neutral,28.62,45.28,164.21
